Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20	DBS21	DBS22
TC>GA	6.02118153563768e-05	0.000825903103427969	0.0824464813547236	0.0361410997915241	2.39542912811661e-05	0.00729457919187828	1.04598473953206e-17	0.00945398196821816	0.0171662160376447	0.0439812237050613	0.000227080023004685	0.0120809644337222	0.0115446721134799	0	2.33919390326733e-06	0.00412423979085012	0.0063118836975908	0.00188523723814776	0.00325990242476372	0.00767659273280289	0.00571844216588831	0.0267568709487816
TC>GG	0.000385565703119438	9.20897350597562e-06	0.000187570633421313	1.03213977770537e-05	3.38865583977472e-05	0.00150065592511067	0.000816532250862099	0.00187899134432506	0.00370115485499117	7.44033666428117e-18	0.00708296321712471	0.00164801526245283	0.0153317113419963	0.000113093281053646	1.14471191010954e-09	0.00230176071343638	0.000287465844196171	0.00182366273582825	0.00122122468372515	0.00104405114592897	0.000534738058172371	0.0051020414089767
TC>GT	0.00478439802246167	7.99603879900823e-05	0.0459919959629592	6.94709465763228e-18	3.75868147745127e-05	8.24686900189533e-18	1.04598473953206e-17	0.000271519283495008	9.08226220122279e-18	0.0460899125128382	0.0146877280783686	0.0013219224306542	0.0331976826366363	0.000625626776190705	0.000147015848316199	0.00438468765033057	0.000394042282252391	0.00805575555061232	0.02634887901538	0.00592518865077109	0.00545794209176638	0.0188150048056383
TG>AA	0.00128099267826032	0.0027532566933003	7.05864250994523e-05	0.00755081082193517	0.0174684225213689	0.025258843941556	0.0260523212007033	0.00848157596539968	0.0156262455478287	0.00142118550509712	0.00754122439669063	0.00270723962309849	0.0191119323586566	0.000490706533813088	0.00352982956706123	0.00734730405845074	0.00833315168714513	0.00993276650539437	0.00932556632422786	0.0247905649798596	0.00176467817350939	0.0174454141102788
TG>AC	0.000221602194704113	0.000204634383265786	8.49573140418559e-05	0.000116775379795134	0.00141688357093218	0.0100044835468599	0.00302022486961396	0.00377503678641007	0.00719005092332799	0.000207172778529846	0.000834061402820407	0.000887126381303564	0.00439390071198962	3.3090300032756e-05	0.000157785957904864	0.000818643852395547	0.00234636510850286	0.00446364040288889	0.00195076974549362	0.0041984418263894	0.00137562545885632	0.00445579048289851
TG>AT	0.00225342584738997	0.0039903625690431	0.00101187542409484	6.92424299734813e-18	0.0197975451359986	0.218909978185938	0.00148705767928744	0.00805994857697819	0.000737796265136561	0.00250208600101781	0.0101127531109508	0.0188440405462317	0.0183955934386438	0.00121101689910526	0.00184892862807319	0.00917072371335878	0.00920102091402676	0.026660706862913	0.0158265606457253	0.0530718836530908	0.0165087568235265	0.00940661290613073
TG>CA	0.000260873812867087	0.000133941795260881	0.0167941769202673	0.000795655860227135	0.000461942328385351	0.0112921893008949	0.027550905681122	0.00496147717150754	0.0225492658900479	0.0292243690554957	0.054030995660627	0.0150289266019098	0.0284458799790073	0.00705445083636807	0.0781922979032696	0.0055870460318789	0.147111283260794	0.0155565893311936	0.00711236100506478	0.00264905528257827	0.0704157927322569	0.0049465970561033
TG>CC	9.63080558153461e-05	5.52394823196303e-05	0.000511219013733753	0.000118754724114805	0.00049105684634254	0.00781538307176933	0.00121039600002591	0.00122566176561989	0.0116702336410372	0.000190158327912791	0.00301456396653937	0.0219505115634337	0.00517162149361257	0.000516033706622331	0.000192843771814284	0.00248346620282795	0.0174788152740137	0.00373921935998027	0.00189933626714847	0.000142463334051778	0.00358410415047444	0.00415769083196117
TG>CT	0.00172980769946056	0.002855574349912	0.00641136182173423	8.12114785831831e-05	0.000318313747515608	0.272399294884566	1.04254409432595e-17	0.0191203160889988	0.000957354742937085	0.00433361389850971	0.0053742064233069	0.0175961161552844	0.0163941768324636	0.000508014665207918	0.00364933627337941	0.0100898992520454	0.00377559450530915	0.0104535389687077	0.0170499318735804	0.0131689816041885	0.00292118407831198	0.0319399123009819
TG>GA	0.000380557319963843	0.00136732691058683	0.000552412744213948	0.00776852781614564	0.00317343004770733	0.00736963934364014	0.00951024983764185	0.000265723725029922	0.00611203824759315	2.02159815578206e-05	0.00704040285889982	0.00221262671887156	0.0060642062970935	0.0042147127054707	0.00542113691714995	0.00121825179744867	0.0100729746238007	0.000762406947919715	0.00332996760931305	0.0208078825256178	0.00793485936465608	0.00194102299459703
TG>GC	8.31031599982944e-05	0.000253002408769596	0.000526006235782281	0.000597731320035793	0.000283376908296163	0.00554704032358589	0.0044726998389937	0.00347107255867802	0.00386700171308864	7.41586254175499e-18	0.0058942906983916	0.00187907231020595	0.00217965007954222	0.00362591247683749	0.000644725063637966	0.001440450341834	0.00755685937662321	0.000821441983087519	0.00138420238314421	0.000564105692543797	0.0021027905115537	0.0017264246464432
TG>GT	0.00177655953681708	0.00595298882734305	0.0108792468902182	3.19504355449064e-05	0.0802576957227322	0.0271408756567602	0.0100405184406454	0.00770695811403202	0.00330326949697158	0.002171810905086	0.00504674566842097	0.00535231057055466	0.0190334111349182	0.0388270796479384	0.00573639928920997	0.0296998945490575	0.00327250669561902	0.00306645780346291	0.00969192857549832	0.00570790995277329	0.135970324897265	0.015946102947009
TT>AA	0.00411854610159414	0.00321645666046935	0.00272874482640502	1.42853918305433e-05	0.00383081953142043	0.00015338222655707	0.217345788967078	0.00281636459247004	0.000270581348293452	0.0116432886980486	0.00368590298841472	0.00331576047390663	0.0105080344556041	0.185152245100665	0.00657706351228927	0.0275549434764825	0.000171794711525777	0.0215991159694926	0.0430379887237731	0.0546240386899739	0.0438989612211898	0.0107292211896253
TT>AC	0.000540137132176294	0.0002574657866359	0.00205927022458283	5.23797700453253e-07	0.000752148949331281	0.000101724847671852	0.0369950279486634	8.89280459082559e-18	0.00528466160911951	5.94986432674092e-18	0.000803634924568054	0.000317607786270764	0.00117348471399952	0.0118624988500958	0.00296398641083794	0.00711612481723242	0.00971239817016343	0.013854329147203	0.0078314509826362	0.00919359654338337	0.000863557088696703	0.00207987271001471
TT>AG	0.000313579431596833	0.000160450071587472	0.0194062889083584	5.55543015632238e-18	0.000695309500507892	0.00168482399704763	0.0498507998045926	0.0114857331395949	0.000728426576613833	0.00558877902471572	0.000981361648692356	0.0023607469884781	0.00461600300304095	0.00649447995411317	0.000209924192297574	0.0251892834894894	0.00519183025865933	0.00638092418385771	0.00765896882571419	0.0135648795297491	0.00247667143795406	0.00267982213673751
TT>CA	0.000543887881358118	3.11131943174835e-18	0.000588120331236159	5.55543015632238e-18	8.17620917672111e-18	6.59482949437518e-18	0.0903603552510822	0.00494830510375426	7.16762321558134e-18	0.00103585130551931	0.00156090622149001	0.00254845622371755	0.00303512625795279	0.00713163572564367	0.00212500922526475	0.0735624913156614	0.0112701487686247	0.0134584057404689	0.0179503420825452	0.000558461972907742	0.000369184919380637	0.00497488591458882
TT>CC	0.00406603261304925	2.22343690805998e-06	0.00691507908806975	5.55543015632238e-18	0.000601874896782677	6.59482949437518e-18	0.0327405996327867	0.000231287681877937	0.00409442260807993	0.0023125982448117	0.00309090361547549	1.45338441175806e-07	8.36785954199689e-07	0.357452420295303	0.0109217183524619	1.57855037385819e-06	3.08160676629007e-06	1.68142907107319e-07	0.0276551113295365	0.00240187290611331	0.00902152833333784	0.00296847590406685
TT>CG	6.28499862901144e-05	1.13410204706415e-05	0.0269484707236191	5.75383837619104e-18	8.17620917672111e-18	8.89904702855445e-06	0.00246941784678054	9.12567015528803e-05	1.57163831305106e-05	0.00688961528650022	7.69687531427417e-18	0.00129309543806152	0.00068278625800579	3.20878469794219e-05	0.00214715791347924	0.00916936173174279	0.00516842221147277	0.00303395951206758	0.00301577640130796	0.00085923328676944	0.00148617153467037	0.000739435462531063
TT>GA	0.00139535444562205	3.57391368778768e-05	0.0104234650512209	5.55543015632238e-18	2.32827289889486e-05	6.59482949437518e-18	0.040324580704615	0.00285569911982036	7.27874915690818e-18	0.0069779438729055	0.000546317409355095	0.000341980579009858	0.00225281666324951	0.0151749664485947	0.000634513550370011	0.00668971725317066	0.00702498081002742	0.00107643502876265	0.0133724750559297	0.00117498955523011	0.0528008271698194	0.00373248797879197
TT>GC	0.00079520157653739	1.14902444242026e-06	0.0563545059368855	5.55543015632238e-18	4.40736608954681e-05	3.2497412809632e-07	0.0033942934067057	0.000224994251938748	2.82577393659685e-05	0.0207170245044849	4.46666057394625e-06	0.00505447362261176	0.000601774220493204	0.00609948428776916	0.00834375830421614	0.0109081020820815	0.014738479343203	0.00214229926193131	0.00786430488178669	0.00236275860053705	0.000132329988468839	0.00115440459767158
TT>GG	0.00120780648653314	3.11131943174835e-18	0.144911587421529	5.55543015632238e-18	8.17620917672111e-18	6.59482949437518e-18	8.36449688887629e-18	0.000423241623379408	7.1596856483437e-18	0.0680128678039	5.67219526172413e-18	2.27284583540889e-07	1.84889848927931e-06	0.168053941699083	1.13827939431197e-05	0.000225287091845768	3.85200845786259e-06	3.14078260445747e-07	0.00861743292315261	0.000164642721065006	2.23748435988268e-07	0.0011366440287804
