Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PD46719	3827	0.954	25166352.0	657600.0%	2014339.961	635938.617%	0.07493	0.904
PD46720	7724	0.97	40937210.0	530000.129%	3422544.239	523027.742%	1000.0	0.941
PD46721	4618	0.96	24475404.0	530000.087%	2046259.91	518131.814%	1000.0	0.923
PD46722	4458	0.95	19084740.0	428100.942%	1529415.704	418126.051%	1000.0	0.895
PD46723	5394	0.968	35470950.0	657600.111%	2839132.724	650254.306%	1000.0	0.932
PD46724	2562	0.949	13578604.0	530000.156%	1135239.392	521928.459%	1000.0	0.901
PD46725	3757	0.956	24706032.0	657600.0%	1977506.559	662619.781%	0.0811	0.904
PD46726	5433	0.966	26353460.0	485062.765%	2084470.105	481754.023%	1000.0	0.925
PD46727	4547	0.951	24099118.0	530000.396%	2014804.51	520562.236%	1000.0	0.905
PD46728	4937	0.958	32465718.0	657600.122%	2598604.423	667013.048%	1000.0	0.907
PD46729	5229	0.976	25758792.0	492614.114%	2030944.976	481676.529%	0.04276	0.947
PD46730	2149	0.935	11389706.0	530000.279%	952235.214	510635.105%	1000.0	0.876
PD46731	7162	0.982	34247402.0	478182.1%	2765329.27	473068.86%	0.03437	0.963
PD46732	4813	0.969	23476988.0	487782.838%	1839721.703	486275.338%	0.0577	0.928
PD46733	4463	0.969	23653908.0	530000.179%	1977576.555	520168.186%	1000.0	0.94
PD46734	7162	0.977	40751732.0	568999.33%	3319651.439	592168.318%	1000.0	0.951
PD46735	3050	0.951	13057066.0	428100.525%	1046373.512	424821.901%	1000.0	0.895
PD46736	5687	0.975	26720317.0	469849.077%	2149692.802	455356.531%	0.04834	0.95
PD46737	3729	0.958	19763704.0	530000.107%	1652359.061	552801.611%	1000.0	0.915
PD46738	3622	0.949	15505792.0	428100.276%	1242605.781	415125.455%	1000.0	0.893
PD46739	4366	0.971	21205397.0	485693.93%	1678150.773	468896.245%	1000.0	0.939
PD46743	8257	0.975	54298040.0	657600.097%	4346102.419	685790.95%	1000.0	0.945
PD46744	4453	0.967	21030982.0	472287.941%	1693666.178	472779.505%	0.05552	0.929
PD46745	5319	0.973	25627506.0	481810.603%	2021850.55	485905.257%	1000.0	0.939
PD46748	7537	0.982	57184456.0	758716.412%	4553497.785	764122.639%	0.03468	0.959
PD46749	8287	0.951	35476707.0	428100.724%	2842994.253	391287.928%	1000.0	0.91
PD46750	3877	0.956	20548102.0	530000.052%	1717933.542	540618.404%	1000.0	0.911
PD46752	5890	0.971	44302720.0	752168.421%	3530050.336	716106.74%	0.04723	0.943
PD46753	2376	0.921	12592802.0	530000.084%	1052827.82	523658.857%	1000.0	0.846
PD46754	4890	0.975	39055668.0	798684.417%	3099065.149	803914.036%	0.03966	0.944
PD46755	4375	0.971	20645095.0	471887.886%	1662300.969	458651.742%	0.0605	0.94
PD46757	4367	0.949	18695145.0	428100.412%	1498204.689	428567.819%	1000.0	0.889
PD46763	9103	0.975	59861334.0	657600.066%	4791386.131	674053.996%	1000.0	0.944
PD46764	5640	0.951	24144858.0	428100.319%	1934919.302	411236.547%	1000.0	0.899
PD46766	3037	0.954	13001411.0	428100.461%	1041915.865	430466.574%	1000.0	0.9
PD46767	3327	0.947	17633102.0	530000.06%	1474230.919	550895.953%	1000.0	0.891
PD46768	3398	0.954	43711872.0	1286400.0%	3433030.811	1332374.668%	0.07163	0.892
PD46769	4187	0.977	30367784.0	725287.413%	2426969.653	711348.237%	0.04519	0.95
PD46770	5002	0.977	24581360.0	491430.628%	1935123.068	486654.429%	0.04541	0.947
PD46771	7985	0.979	35023957.0	438621.879%	2736463.667	436139.259%	0.03516	0.951
PD46772	9377	0.98	64541332.0	688294.039%	5769068.385	657900.638%	0.03977	0.967
PD46773	8888	0.989	97093268.0	1092408.506%	10648231.692	1079368.522%	0.02947	0.985
PD46774	14253	0.993	314691987.0	2207900.0%	42035169.571	2298603.27%	0.02436	0.991
PD46775	18182	0.973	401440378.0	2207900.0%	53622756.531	2373938.945%	0.05698	0.967
PD46776	8564	0.987	81229144.0	948495.376%	8002004.453	959754.484%	0.03463	0.979
PD46777	6905	0.973	40051744.0	580039.739%	3264455.772	596081.857%	0.04598	0.942
PD46779	1301	0.921	6895302.0	530000.154%	576486.114	527688.512%	1000.0	0.843
PD46781	2418	0.95	12815400.0	530000.0%	1071434.369	528435.317%	0.0939	0.9
PD46783	6492	0.963	34407606.0	530000.092%	2876663.007	544393.105%	1000.0	0.926
PD46784	2298	0.953	12179400.0	530000.0%	1018256.974	517769.683%	0.09949	0.91
PD46785	4548	0.955	29907648.0	657600.0%	2393847.123	653802.842%	0.07173	0.904
PD46786	5575	0.942	29547504.0	530000.072%	2470310.164	507075.259%	1000.0	0.892
PD46787	5429	0.963	23241579.0	428100.553%	1862524.304	409811.454%	1000.0	0.925
PD46789	6888	0.971	88607232.0	1286400.0%	6958994.156	1313419.942%	0.0474	0.932
PD46790	5505	0.96	29176502.0	530000.036%	2439303.268	528866.823%	1000.0	0.921
PD46791	6316	0.965	33474806.0	530000.095%	2798677.86	547385.734%	1000.0	0.929
PD46793	5508	0.969	26858268.0	487622.876%	2104278.628	487666.29%	0.04948	0.928
PD46798	5661	0.966	72823104.0	1286400.0%	5719342.045	1290226.323%	0.05332	0.922
PD46799	1995	0.926	8921648.0	447200.401%	680705.235	433904.806%	1000.0	0.827
PD46800	2779	0.948	35749056.0	1286400.0%	2807628.153	1197165.784%	0.09054	0.896
PD46801	6940	0.951	45637444.0	657600.058%	3652843.883	609155.986%	1000.0	0.907
PD46806	9498	0.975	122182272.0	1286400.0%	9595909.001	1345586.452%	0.0408	0.943
PD46807	1924	0.95	24750336.0	1286400.0%	1943827.945	1262332.397%	0.10404	0.889
PD46809	3188	0.956	20964292.0	657600.125%	1678008.121	652245.349%	1000.0	0.906
PD46810	1777	0.94	9418104.0	530000.225%	787399.512	512629.456%	1000.0	0.885
PD46811	7108	0.967	30429362.0	428100.197%	2438532.156	407538.627%	1000.0	0.935
PD46812	6714	0.968	30025038.0	447200.447%	2290854.062	452884.794%	1000.0	0.919
PD46815	5224	0.975	25364660.0	485540.965%	1982310.65	486483.335%	0.04835	0.942
PD46817	4364	0.962	23129202.0	530000.046%	1933732.259	551711.831%	1000.0	0.923
PD46819	3520	0.965	16909021.0	480369.915%	1332605.607	467026.39%	1000.0	0.923
PD46820	1849	0.913	9799702.0	530000.108%	819303.514	499157.915%	1000.0	0.839
PD46821	2373	0.949	12576902.0	530000.084%	1051499.252	541427.608%	1000.0	0.896
PD46822	4336	0.964	22980808.0	530000.185%	1921306.148	522936.542%	1000.0	0.929
PD46824	5577	0.976	27065398.0	485303.891%	2141208.629	483200.02%	1000.0	0.947
PD46826	4722	0.96	31051878.0	657600.127%	2485430.32	653111.484%	1000.0	0.913
PD46827	6687	0.972	43973724.0	657600.179%	3519698.702	647175.13%	1000.0	0.941
PD46828	4917	0.954	21049701.0	428100.488%	1686896.625	432087.562%	1000.0	0.899
PD46829	5598	0.974	26977251.0	481908.735%	2128489.506	482163.758%	1000.0	0.941
PD46830	5117	0.975	40705044.0	795486.496%	3230750.202	798954.275%	0.04344	0.943
PD46831	8576	0.977	56395784.0	657600.093%	4513975.858	653431.27%	1000.0	0.951
PD46832	8318	0.977	107002752.0	1286400.0%	8403740.512	1337581.847%	0.03724	0.947
PD46833	3136	0.959	13425230.0	428100.446%	1075875.469	424086.051%	1000.0	0.912
PD46834	4743	0.961	25137912.0	530000.253%	2101670.13	550120.766%	1000.0	0.922
PD46835	3603	0.967	17660148.0	490151.207%	1387980.762	474343.877%	0.0632	0.929
PD46836	4464	0.957	19110408.0	428100.538%	1531453.879	398176.655%	1000.0	0.919
PD46838	3101	0.926	13867678.0	447200.193%	1058080.286	436757.396%	1000.0	0.823
PD46839	1583	0.905	7079190.0	447200.884%	540133.651	443433.181%	1000.0	0.767
PD46841	8406	0.971	35986118.0	428100.381%	2883846.749	416039.456%	1000.0	0.94
PD46842	7340	0.963	32824492.0	447200.163%	2504454.133	455025.992%	1000.0	0.906
PD46844	4829	0.965	25593706.0	530000.124%	2139768.833	539508.579%	1000.0	0.93
PD46845	8040	0.973	52871044.0	657600.05%	4231854.995	653222.738%	1000.0	0.942
PD46846	6603	0.965	34995908.0	530000.121%	2925829.612	526515.412%	1000.0	0.931
PD46847	8335	0.967	35682167.0	428100.384%	2859517.333	432870.337%	1000.0	0.928
PD46848	6316	0.973	33474802.0	530000.032%	2798666.966	540287.225%	1000.0	0.946
PD46849	5803	0.971	38160532.0	657600.069%	3054427.415	678468.546%	1000.0	0.937
PD46850	3457	0.96	22733238.0	657600.174%	1819597.775	657864.065%	1000.0	0.914
PD46851	4300	0.952	28276800.0	657600.0%	2263296.614	622452.243%	0.07842	0.904
PD46852	5436	0.979	28915448.0	531925.092%	2225303.438	530589.667%	0.03993	0.95
PD46853	4195	0.97	19924446.0	474956.996%	1606408.453	470190.705%	0.05659	0.937
PD46854	7586	0.973	40205810.0	530000.132%	3361416.486	542985.264%	1000.0	0.946
PD46855	7102	0.982	34647271.0	487852.309%	2747083.14	485603.587%	1000.0	0.96
PD46856	4469	0.958	23685710.0	530000.224%	1980230.102	507319.553%	1000.0	0.922
PD46857	4414	0.968	21487820.0	486810.603%	1702124.922	457187.291%	0.05439	0.938
PD46858	3119	0.961	16530706.0	530000.192%	1382047.791	523739.716%	1000.0	0.923
PD46859	4814	0.96	31656864.0	657600.0%	2533859.218	661246.295%	0.07095	0.911
PD46860	3939	0.977	17292541.0	439008.403%	1350503.949	428269.833%	1000.0	0.95
PD46861	3353	0.962	20988540.0	625963.018%	1749429.69	596956.781%	0.08298	0.929
PD46862	4780	0.975	26144791.0	546962.155%	2086232.06	548890.613%	0.04294	0.945
PD46863	5957	0.973	33979923.0	570420.06%	2767715.501	563684.835%	1000.0	0.944
PD46864	6176	0.958	32732808.0	530000.13%	2736634.326	534478.503%	1000.0	0.916
PD46865	7803	0.97	51312534.0	657600.077%	4107108.831	649850.044%	1000.0	0.935
PD46866	6710	0.969	28725548.0	428100.566%	2302010.711	423672.269%	1000.0	0.934
PD46868	6784	0.97	29042332.0	428100.413%	2327394.73	421543.715%	1000.0	0.936
PD46869	6710	0.962	35563008.0	530000.119%	2973262.283	545236.153%	1000.0	0.923
PD46870	3796	0.969	18322040.0	482667.018%	1427218.074	480085.128%	0.05733	0.927
PD46871	5315	0.967	22753537.0	428100.414%	1823418.445	415281.864%	1000.0	0.931
PD46872	6340	0.975	37280708.0	588023.785%	3007651.556	591461.794%	0.04397	0.945
PD46873	803	0.898	5280528.0	657600.0%	422659.333	604725.357%	0.21715	0.803
PD46874	8201	0.98	43306680.0	528065.846%	3329782.706	537040.072%	0.03585	0.951
PD46875	5021	0.963	26611308.0	530000.159%	2224836.716	526675.987%	1000.0	0.927
PD46876	2991	0.967	13067860.0	436906.051%	1004065.141	417921.743%	0.06474	0.928
PD46877	2105	0.933	11156502.0	530000.095%	932741.877	519837.088%	1000.0	0.87
PD46878	3761	0.946	19933312.0	530000.319%	1666546.713	561496.161%	1000.0	0.89
PD46879	5618	0.961	29775410.0	530000.178%	2489390.96	549265.494%	1000.0	0.92
PD46882	3793	0.965	18602627.0	490446.269%	1478505.889	501684.458%	0.05649	0.92
PD46884	5608	0.97	29722408.0	530000.143%	2484928.371	516893.115%	1000.0	0.942
PD46885	7903	0.973	51970132.0	657600.051%	4159757.656	666445.572%	1000.0	0.939
PD46886	4840	0.968	31827846.0	657600.124%	2547543.501	665674.765%	1000.0	0.93
PD46887	7609	0.979	33262302.0	437144.198%	2553983.078	438809.924%	0.03685	0.948
PD46888	3331	0.963	21904660.0	657600.12%	1753272.107	646260.282%	1000.0	0.922
PD46889	5717	0.97	30300108.0	530000.14%	2533234.166	525163.913%	1000.0	0.94
PD46891	4575	0.961	24247506.0	530000.131%	2027221.82	540869.481%	1000.0	0.921
PD46892	7189	0.964	32149216.0	447200.111%	2452930.163	453834.856%	1000.0	0.908
PD46901	5418	0.972	35628772.0	657600.074%	2851761.652	647575.972%	1000.0	0.941
PD46902	4411	0.977	21080455.0	477906.484%	1701930.17	469743.359%	0.05213	0.952
PD46903	6599	0.969	31861217.0	482818.866%	2515569.386	471064.716%	1000.0	0.934
PD46904	3908	0.977	23248193.0	594887.231%	1904729.441	587258.827%	0.05022	0.953
PD46905	7974	0.951	102577536.0	1286400.0%	8056146.895	1204647.463%	0.07128	0.901
PD46907	2361	0.94	12513300.0	530000.0%	1046183.726	541526.467%	0.10406	0.878
PD46909	6557	0.964	34752108.0	530000.122%	2905482.958	564552.593%	1000.0	0.929
PD46911	838	0.88	10780032.0	1286400.0%	846639.744	1240506.116%	0.21966	0.738
PD46912	2506	0.939	11206842.0	447200.399%	855065.965	451085.56%	1000.0	0.846
PD46913	9559	0.983	45927407.0	480462.465%	3712606.872	478611.958%	0.03391	0.964
PD46914	2849	0.949	18735024.0	657600.0%	1499582.41	669703.4%	0.08259	0.886
PD46916	4815	0.957	20613043.0	428100.582%	1651887.431	415399.957%	1000.0	0.909
PD46917	4736	0.959	21179408.0	447200.338%	1615949.629	448805.642%	1000.0	0.898
PD46918	3848	0.966	18636207.0	484308.914%	1473154.651	489217.703%	1000.0	0.922
PD46919	2614	0.947	17189664.0	657600.0%	1375883.819	649956.961%	0.09473	0.885
PD46920	2440	0.945	12932004.0	530000.164%	1081187.911	539919.477%	1000.0	0.888
PD46922	5377	0.97	26172248.0	486744.43%	2048350.351	484235.463%	0.05401	0.93
PD46923	5246	0.958	27803812.0	530000.229%	2324558.913	554154.817%	1000.0	0.914
PD46924	5151	0.975	24129172.0	468436.653%	1940198.152	475926.32%	0.0505	0.945
PD46925	3479	0.953	18438708.0	530000.23%	1541574.464	535646.834%	1000.0	0.905
PD46926	4644	0.961	24613206.0	530000.129%	2057779.674	517510.545%	1000.0	0.925
PD46928	7181	0.954	32113454.0	447200.306%	2450195.48	445090.788%	1000.0	0.887
PD46929	4028	0.964	21348406.0	530000.149%	1784832.344	527447.833%	1000.0	0.929
PD46930	8408	0.956	44562414.0	530000.167%	3725654.784	536110.389%	1000.0	0.911
PD46931	3379	0.956	22220306.0	657600.059%	1778541.505	652892.331%	1000.0	0.905
PD46933	3061	0.952	16223310.0	530000.327%	1356360.543	547681.465%	1000.0	0.903
PD46934	5609	0.954	24012149.0	428100.357%	1924272.964	402455.731%	1000.0	0.91
PD46935	4579	0.964	24268710.0	530000.218%	2028981.832	524393.264%	1000.0	0.929
PD46936	5061	0.97	24460188.0	483307.41%	1906724.336	486366.542%	0.05405	0.93
PD46937	1970	0.93	8863032.0	449900.102%	693513.783	446546.248%	1000.0	0.84
PD46938	5179	0.958	34057106.0	657600.039%	2725960.037	631620.458%	1000.0	0.914
PD46939	3765	0.93	48432960.0	1286400.0%	3803786.021	1176234.289%	0.10622	0.863
PD46940	5175	0.967	25306456.0	489013.643%	2008610.122	496613.588%	1000.0	0.925
PD46941	4464	0.971	21563792.0	483059.857%	1702868.157	475613.256%	1000.0	0.936
PD46942	4524	0.951	23977204.0	530000.088%	2004639.469	560817.852%	1000.0	0.9
PD46943	7998	0.979	38399625.0	480115.341%	3025760.821	488943.888%	1000.0	0.951
PD46947	4801	0.962	31571376.0	657600.0%	2527003.999	640849.565%	0.06693	0.92
PD46948	4753	0.974	25190902.0	530000.042%	2106084.042	532377.772%	1000.0	0.948
PD46949	7503	0.976	37011144.0	493284.606%	2920717.864	478611.381%	0.04201	0.949
PD46950	10958	0.968	49300074.0	449900.292%	3857626.701	465136.342%	1000.0	0.926
PD46951	4872	0.968	32038278.0	657600.123%	2564384.119	660906.182%	1000.0	0.93
PD46953	43229	0.973	954453091.0	2207900.0%	127489842.166	1698158.099%	0.11251	0.975
PD46954	5347	0.985	118056413.0	2207900.0%	15769331.284	1928236.39%	0.06203	0.984
PD46955	10195	0.989	95990085.0	941540.804%	9898900.781	978987.593%	0.03802	0.984
PD46956	19342	0.986	427052018.0	2207900.0%	57043476.155	2071903.335%	0.03984	0.984
PD46957	15564	0.989	343637556.0	2207900.0%	45901162.043	1881432.825%	0.04207	0.989
PD46958	11525	0.976	254460475.0	2207900.0%	33989486.435	1961123.644%	0.05885	0.973
PD46959	6361	0.967	31650866.0	497576.89%	2440897.63	486386.122%	0.06048	0.923
PD46960	7569	0.947	32402921.0	428100.423%	2596682.424	396093.078%	1000.0	0.899
PD46961	4762	0.96	20386144.0	428100.462%	1633698.522	410189.68%	1000.0	0.919
PD46962	6650	0.974	43730404.0	657600.06%	3500225.846	650433.329%	1000.0	0.943
PD46963	9981	0.969	65635062.0	657600.06%	5253503.232	652428.906%	1000.0	0.932
PD46964	4977	0.958	21306561.0	428100.482%	1707465.641	416592.6%	1000.0	0.911
PD47583	4829	0.974	22840362.0	472983.268%	1839915.089	470179.171%	0.05186	0.944
PD47584	2263	0.961	12857713.0	568171.144%	1047473.792	556796.823%	1000.0	0.92
PD47586	2621	0.94	11220509.0	428100.305%	899196.906	423523.294%	1000.0	0.871
PD47587	5236	0.963	22415344.0	428100.535%	1796331.771	429874.859%	1000.0	0.918
PD47589	4447	0.972	20905434.0	470101.956%	1682053.188	466911.065%	0.05153	0.941
PD47590	11077	0.988	130467063.0	1177819.473%	14719894.794	1166264.226%	0.02526	0.984
PD47591	6449	0.972	33988416.0	527033.897%	2612678.413	522019.139%	0.04265	0.934
PD47592	66007	0.844	282576159.0	428100.291%	22644696.363	340582.802%	1000.0	0.753
PD47593	8367	0.989	82307503.0	983715.824%	8928958.843	981721.881%	0.03298	0.984
PD47596	9926	0.979	110713458.0	1115388.455%	8748013.491	1137739.84%	0.03225	0.953
PD47597	6591	0.975	44100391.0	669100.152%	3892778.897	683220.249%	1000.0	0.955
PD47598	6230	0.961	33019002.0	530000.032%	2760579.825	556051.163%	1000.0	0.921
PD47599	5122	0.965	21927306.0	428100.469%	1757206.448	415360.687%	1000.0	0.928
PD47600	5707	0.971	73414848.0	1286400.0%	5765813.326	1289020.498%	0.04327	0.935
PD47601	3586	0.94	19005802.0	530000.056%	1589003.4	560949.744%	1000.0	0.877
PD47605	4781	0.978	23475377.0	491013.951%	1866787.07	490860.499%	1000.0	0.95
PD47606	6554	0.962	28057706.0	428100.488%	2248496.77	424954.786%	1000.0	0.918
PD48850	6705	0.964	44092082.0	657600.03%	3529170.669	638794.528%	1000.0	0.925
PD48851	7433	0.968	31820697.0	428100.323%	2550036.587	412583.531%	1000.0	0.934
PD48852	6859	0.96	36352700.0	530000.0%	3039240.094	501519.988%	0.06596	0.927
PD48855	12833	0.748	54938139.0	428100.514%	4402486.307	284021.858%	1000.0	0.658
PD48858	6430	0.966	30918524.0	480847.963%	2403677.116	481736.549%	0.05706	0.921
PD48859	5031	0.963	22013683.0	437560.783%	1688373.244	435682.023%	0.05456	0.911
PD48861	8159	0.966	34928721.0	428100.515%	2799100.466	408680.938%	1000.0	0.931
PD48864	3811	0.966	17984013.0	471897.481%	1448034.23	445220.337%	0.05897	0.934
PD48865	3434	0.956	18200202.0	530000.058%	1521633.144	534693.599%	1000.0	0.912
PD48866	7116	0.961	37714804.0	530000.056%	3153146.907	528049.02%	1000.0	0.924
PD48867	3891	0.97	19111200.0	491164.225%	1503988.544	502685.803%	0.05721	0.931
PD48868	3296	0.916	14110192.0	428100.485%	1130764.191	400758.534%	1000.0	0.835
PD48869	10099	0.98	48955822.0	484759.105%	3871277.004	494124.294%	1000.0	0.955
PD48871	3154	0.955	40573056.0	1286400.0%	3186505.349	1277425.817%	0.08071	0.898
PD48872	3579	0.962	46040256.0	1286400.0%	3615886.822	1292732.698%	0.06679	0.912
PD48873	3135	0.963	16615502.0	530000.064%	1389136.787	523472.557%	1000.0	0.927
PD48875	9691	0.977	124665024.0	1286400.0%	9790858.534	1275505.701%	0.03964	0.947
PD48877	6244	0.977	29868968.0	478362.716%	2316108.051	483000.717%	0.04018	0.944
PD48878	2421	0.945	31143744.0	1286400.0%	2445949.402	1253377.495%	0.08706	0.88
PD48879	3043	0.969	18741590.0	615891.883%	1553514.166	601275.236%	0.07323	0.939
PD48881	6780	0.975	41120260.0	606493.51%	3393925.197	592067.374%	0.04876	0.951
PD48882	8804	0.985	68563894.0	778781.168%	6539010.407	771045.387%	0.03625	0.976
PD48884	6756	0.979	49783707.0	736881.394%	4331072.924	766001.486%	0.04053	0.96
PD48885	2615	0.947	11694290.0	447200.382%	892251.618	440818.348%	1000.0	0.871
PD48886	2236	0.933	9572326.0	428100.447%	767115.842	426333.398%	1000.0	0.854
PD48887	27982	0.983	617814578.0	2207900.0%	82524000.133	1796104.103%	0.06952	0.984
PD48890	10425	0.985	69753685.0	669100.096%	6157178.367	660921.901%	1000.0	0.974
PD48898	5715	0.964	30289508.0	530000.14%	2532371.177	549419.545%	1000.0	0.927
PD48899	3795	0.942	20113502.0	530000.053%	1681576.147	495458.478%	1000.0	0.895
PD48902	8604	0.961	54517065.0	633624.651%	4662784.229	600925.153%	0.05462	0.931
PD48904	2465	0.947	31709760.0	1286400.0%	2490410.322	1307432.611%	0.08296	0.876
PD48906	5323	0.973	25175280.0	472952.846%	2027957.088	446564.189%	0.04911	0.949
PD48907	3981	0.962	17042685.0	428100.603%	1365780.553	438022.496%	1000.0	0.916
PD48909	4252	0.954	18202826.0	428100.329%	1458748.085	426720.632%	1000.0	0.901
PD48911	9165	0.983	44165804.0	481896.388%	3484611.977	477438.636%	1000.0	0.961
PD48913	4332	0.974	21348312.0	492804.986%	1683626.877	483210.66%	0.05485	0.944
PD48914	4716	0.955	24994800.0	530000.0%	2089712.623	556199.688%	0.07221	0.908
PD48915	5515	0.958	23609761.0	428100.834%	1892036.71	415573.375%	1000.0	0.913
PD48916	4285	0.962	20856608.0	486735.309%	1632306.209	477558.196%	0.06324	0.914
PD48919	2204	0.937	11681202.0	530000.091%	976621.832	561518.073%	1000.0	0.871
PD48920	7144	0.967	46978948.0	657600.056%	3760243.263	646938.472%	1000.0	0.93
PD48922	5214	0.965	67072896.0	1286400.0%	5267742.636	1312676.371%	0.05437	0.917
PD48924	3237	0.957	21286514.0	657600.062%	1703798.834	651154.446%	1000.0	0.907
PD48929	4839	0.958	25646706.0	530000.124%	2144215.797	558842.606%	1000.0	0.915
PD48931	7494	0.963	32081860.0	428100.614%	2570990.737	429891.892%	1000.0	0.92
PD48932	6282	0.96	33294608.0	530000.127%	2783611.425	543993.777%	1000.0	0.919
PD48933	6738	0.764	35711400.0	530000.0%	2985685.829	446908.883%	0.34558	0.605
PD48934	4009	0.959	21247706.0	530000.15%	1776414.971	527223.602%	1000.0	0.918
PD48935	4555	0.978	26791752.0	588183.359%	2161329.24	596758.623%	0.04535	0.952
PD48936	4355	0.956	18643779.0	428100.551%	1494077.274	418220.37%	1000.0	0.907
PD48937	4197	0.966	22244106.0	530000.143%	1859718.62	530592.891%	1000.0	0.932
PD48939	5519	0.967	36292952.0	657600.145%	2904939.175	668718.038%	1000.0	0.926
PD48940	4876	0.959	25842804.0	530000.082%	2160612.902	562442.236%	1000.0	0.918
PD48942	12853	0.946	165340992.0	1286400.0%	12985386.202	1172029.752%	0.07082	0.899
PD48943	6277	0.965	33268106.0	530000.096%	2781402.278	553885.097%	1000.0	0.929
PD48944	2927	0.946	15513102.0	530000.068%	1296980.056	535343.759%	1000.0	0.892
PD48945	4754	0.954	25196204.0	530000.084%	2106538.35	537277.349%	1000.0	0.908
PD48946	3257	0.936	13943227.0	428100.307%	1117395.218	427218.634%	1000.0	0.86
PD48948	6231	0.964	33024304.0	530000.064%	2761022.753	557459.402%	1000.0	0.927
PD48949	5371	0.944	28466304.0	530000.074%	2379922.347	514531.202%	1000.0	0.893
PD48950	5539	0.97	26150926.0	472123.596%	2105841.848	475342.379%	0.0566	0.934
PD50083	6086	0.961	26054196.0	428100.493%	2087926.999	414038.21%	1000.0	0.919
PD50084	3538	0.95	15146196.0	428100.509%	1213799.717	434442.954%	1000.0	0.889
PD50085	5317	0.963	23777640.0	447200.301%	1814186.894	446850.84%	1000.0	0.907
PD50086	5704	0.972	24939628.0	437230.505%	1952121.475	417533.854%	1000.0	0.941
PD50087	5119	0.962	33662546.0	657600.039%	2694373.276	625741.125%	1000.0	0.925
PD50089	12603	0.98	278261637.0	2207900.0%	37168992.59	2310583.829%	0.04361	0.976
PD50090	4436	0.955	31564720.0	711558.161%	2705988.662	719474.301%	0.07757	0.913
PD50092	3396	0.968	16010731.0	471458.51%	1288923.768	457831.508%	0.06856	0.934
PD50094	2583	0.944	17282859.0	669100.232%	1525583.604	697064.217%	1000.0	0.896
PD50095	3894	0.964	19279474.0	495107.191%	1483596.964	501788.231%	1000.0	0.911
PD50096	2735	0.933	14495506.0	530000.219%	1211901.665	524426.41%	1000.0	0.869
PD50097	4977	0.973	29338740.0	589486.438%	2408971.67	583221.156%	0.05108	0.945
PD50099	4827	0.969	33905484.0	702413.176%	2891910.019	704784.41%	0.05224	0.94
PD50100	6745	0.971	86767680.0	1286400.0%	6814498.714	1260374.039%	0.04876	0.937
PD50101	6426	0.973	35991156.0	560086.461%	2895843.849	549493.019%	0.05159	0.943
PD50102	4383	0.965	56382912.0	1286400.0%	4428163.047	1258239.53%	0.06489	0.922
PD50103	2685	0.952	34539840.0	1286400.0%	2712668.021	1250555.551%	0.07491	0.896
PD50105	7752	0.979	36885282.0	475816.331%	2975034.071	476605.513%	0.04106	0.954
PD50107	5677	0.961	24303261.0	428100.423%	1947636.16	438357.816%	1000.0	0.914
PD50110	5971	0.963	26702326.0	447200.234%	2037345.569	458281.969%	1000.0	0.907
PD50111	6691	0.971	51868616.0	775199.761%	4123806.405	751019.147%	0.04433	0.94
PD50114	4966	0.967	26319802.0	530000.04%	2200481.825	550854.27%	1000.0	0.934
PD50115	6531	0.967	27959253.0	428100.643%	2240598.719	421030.565%	1000.0	0.93
PD50116	8837	0.971	39757689.0	449900.294%	3110950.78	463284.452%	1000.0	0.932
PD50119	8827	0.967	58046356.0	657600.045%	4646094.925	651222.825%	1000.0	0.928
PD50120	6217	0.973	30641636.0	492868.522%	2416749.869	488202.411%	0.04402	0.94
PD50122	6003	0.964	25698853.0	428100.167%	2059471.044	432443.504%	1000.0	0.921
PD50123	6542	0.972	34672606.0	530000.092%	2898803.509	533749.174%	1000.0	0.944
PD50124	3846	0.955	20383808.0	530000.208%	1704192.634	532445.818%	1000.0	0.911
PD50127	3870	0.942	17306644.0	447200.103%	1320466.286	441887.091%	1000.0	0.858
PD50129	6352	0.966	33665610.0	530000.157%	2814602.752	519725.952%	1000.0	0.934
PD50131	4488	0.964	23786410.0	530000.223%	1988661.297	527301.625%	1000.0	0.928
PD50132	7346	0.97	48307300.0	657600.054%	3866557.28	639090.774%	1000.0	0.937
PD50135	5031	0.971	26664306.0	530000.119%	2229266.885	529681.467%	1000.0	0.942
PD50137	1817	0.929	11948592.0	657600.0%	956383.734	649100.99%	0.12315	0.848
PD50138	5793	0.953	38094774.0	657600.104%	3049153.177	649543.039%	1000.0	0.899
PD50139	5357	0.964	35227640.0	657600.149%	2819678.543	680972.522%	1000.0	0.919
PD50140	5093	0.974	24186574.0	474898.37%	1950005.338	488962.767%	0.05075	0.943
PD50143	1218	0.918	6455400.0	530000.0%	539700.046	485370.03%	0.16791	0.855
PD50146	4310	0.953	28342564.0	657600.093%	2268565.958	634053.741%	1000.0	0.903
PD50147	11527	0.98	254504633.0	2207900.0%	33995502.316	2115799.68%	0.04984	0.975
PD50148	4561	0.952	24173306.0	530000.132%	2021018.41	536075.382%	1000.0	0.904
PD50151	5100	0.935	22807218.0	447200.353%	1740151.75	441463.858%	1000.0	0.842
PD50153	5776	0.976	39827837.0	689540.114%	3563500.421	682432.542%	0.05566	0.958
