Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.912	21877	1.0	23.034	0.105%	2.776	0.11%	0.0	1.0
SP.Syn.Abst.913	9860	1.0	23.438	0.238%	2.772	0.232%	1e-05	1.0
SP.Syn.Abst.914	8411	1.0	161.468	1.92%	23.492	2.396%	0.00067	0.999
SP.Syn.Abst.915	10539	0.999	312.074	2.961%	44.895	3.575%	0.00188	0.998
SP.Syn.Abst.916	14126	1.0	97.951	0.693%	13.703	0.834%	9e-05	1.0
SP.Syn.Abst.917	6560	0.999	272.137	4.148%	39.166	5.043%	0.0034	0.995
SP.Syn.Abst.918	8619	1.0	22.837	0.265%	2.692	0.269%	1e-05	1.0
SP.Syn.Abst.919	10209	1.0	24.049	0.236%	2.822	0.233%	1e-05	1.0
SP.Syn.Abst.920	5939	1.0	20.357	0.343%	2.436	0.353%	2e-05	1.0
SP.Syn.Abst.921	11562	1.0	232.839	2.014%	33.817	2.524%	0.0007	0.999
SP.Syn.Abst.922	9469	1.0	23.705	0.25%	2.802	0.255%	1e-05	1.0
SP.Syn.Abst.923	9262	1.0	23.755	0.256%	2.823	0.263%	1e-05	1.0
SP.Syn.Abst.924	6854	1.0	23.645	0.345%	2.795	0.334%	1e-05	1.0
SP.Syn.Abst.925	7428	1.0	139.509	1.878%	20.474	2.355%	0.0007	0.999
SP.Syn.Abst.926	12871	1.0	24.429	0.19%	2.853	0.189%	0.0	1.0
SP.Syn.Abst.927	17599	1.0	176.44	1.003%	25.784	1.253%	0.00023	1.0
SP.Syn.Abst.928	20891	1.0	207.611	0.994%	29.824	1.23%	0.00019	1.0
SP.Syn.Abst.929	5241	1.0	23.332	0.445%	2.754	0.451%	2e-05	1.0
SP.Syn.Abst.930	20420	0.999	902.036	4.417%	125.938	5.148%	0.00178	0.997
SP.Syn.Abst.931	6454	1.0	25.769	0.399%	2.969	0.396%	2e-05	1.0
SP.Syn.Abst.932	11904	1.0	185.981	1.562%	27.23	1.964%	0.00049	0.999
SP.Syn.Abst.933	10212	1.0	186.392	1.825%	27.015	2.279%	0.00062	0.999
SP.Syn.Abst.934	13034	1.0	113.088	0.868%	16.246	1.044%	0.00019	1.0
SP.Syn.Abst.935	5815	1.0	24.224	0.417%	2.886	0.429%	2e-05	1.0
SP.Syn.Abst.936	18834	1.0	275.908	1.465%	39.735	1.819%	0.00039	0.999
SP.Syn.Abst.937	7159	1.0	177.038	2.473%	25.437	3.053%	0.00103	0.998
SP.Syn.Abst.938	7384	0.999	272.737	3.694%	39.655	4.619%	0.00231	0.996
SP.Syn.Abst.939	6645	1.0	24.23	0.365%	2.887	0.373%	1e-05	1.0
SP.Syn.Abst.940	10085	0.999	313.767	3.111%	45.479	3.882%	0.00169	0.997
SP.Syn.Abst.941	10542	0.999	389.713	3.697%	57.071	4.678%	0.00223	0.995
SP.Syn.Abst.942	4442	1.0	24.915	0.561%	2.855	0.53%	4e-05	1.0
SP.Syn.Abst.943	7864	1.0	22.203	0.282%	2.678	0.295%	1e-05	1.0
SP.Syn.Abst.944	8445	0.999	268.422	3.178%	38.664	3.927%	0.00181	0.997
SP.Syn.Abst.945	6652	1.0	25.071	0.377%	2.894	0.371%	2e-05	1.0
SP.Syn.Abst.946	5313	1.0	23.389	0.44%	2.76	0.445%	2e-05	1.0
SP.Syn.Abst.947	3866	1.0	21.778	0.563%	2.607	0.577%	3e-05	1.0
SP.Syn.Abst.948	15842	0.999	605.833	3.824%	84.354	4.593%	0.00164	0.995
SP.Syn.Abst.949	5014	1.0	24.704	0.493%	2.908	0.48%	3e-05	1.0
SP.Syn.Abst.950	5742	0.999	225.846	3.933%	32.646	4.772%	0.00299	0.996
SP.Syn.Abst.951	8563	1.0	20.777	0.243%	2.628	0.26%	1e-05	1.0
SP.Syn.Abst.952	10674	0.999	297.014	2.783%	43.31	3.502%	0.00135	0.997
SP.Syn.Abst.953	10715	1.0	24.029	0.224%	2.877	0.232%	1e-05	1.0
SP.Syn.Abst.954	7538	1.0	21.734	0.288%	2.632	0.3%	1e-05	1.0
SP.Syn.Abst.955	8236	1.0	170.763	2.073%	24.415	2.522%	0.00089	0.999
SP.Syn.Abst.956	11810	1.0	21.122	0.179%	2.494	0.182%	0.0	1.0
SP.Syn.Abst.957	11708	1.0	25.169	0.215%	2.965	0.214%	1e-05	1.0
SP.Syn.Abst.958	5774	1.0	22.988	0.398%	2.706	0.405%	2e-05	1.0
SP.Syn.Abst.959	10186	1.0	23.368	0.229%	2.846	0.242%	1e-05	1.0
SP.Syn.Abst.960	4611	0.999	184.855	4.009%	26.668	4.99%	0.00255	0.995
SP.Syn.Abst.961	18137	1.0	446.676	2.463%	64.486	3.069%	0.00101	0.998
SP.Syn.Abst.962	7252	1.0	24.461	0.337%	2.888	0.326%	1e-05	1.0
SP.Syn.Abst.963	14044	1.0	26.111	0.186%	3.013	0.186%	0.0	1.0
SP.Syn.Abst.964	17310	0.999	594.211	3.433%	85.964	4.185%	0.00237	0.997
SP.Syn.Abst.965	15626	1.0	211.31	1.352%	30.121	1.651%	0.00035	0.999
SP.Syn.Abst.966	8898	1.0	75.049	0.843%	10.49	1.015%	0.00011	1.0
SP.Syn.Abst.967	12549	1.0	116.815	0.931%	16.765	1.128%	0.00023	1.0
SP.Syn.Abst.968	6713	1.0	24.627	0.367%	2.899	0.371%	2e-05	1.0
SP.Syn.Abst.969	10907	1.0	22.38	0.205%	2.626	0.206%	1e-05	1.0
SP.Syn.Abst.970	8628	1.0	23.998	0.278%	2.81	0.277%	1e-05	1.0
SP.Syn.Abst.971	16045	0.999	655.177	4.083%	94.47	5.053%	0.00275	0.995
SP.Syn.Abst.972	3438	1.0	24.55	0.714%	2.848	0.684%	6e-05	1.0
SP.Syn.Abst.973	12551	1.0	24.876	0.198%	2.934	0.2%	0.0	1.0
SP.Syn.Abst.974	6326	0.999	254.23	4.019%	37.068	5.045%	0.00264	0.995
SP.Syn.Abst.975	5179	1.0	26.275	0.507%	3.096	0.515%	3e-05	1.0
SP.Syn.Abst.976	11626	1.0	21.215	0.182%	2.623	0.191%	0.0	1.0
SP.Syn.Abst.977	9899	1.0	109.468	1.106%	15.733	1.368%	0.00023	1.0
SP.Syn.Abst.978	8466	1.0	23.767	0.281%	2.763	0.282%	1e-05	1.0
SP.Syn.Abst.979	16286	0.999	665.364	4.085%	96.101	4.988%	0.00314	0.995
SP.Syn.Abst.980	10226	1.0	171.782	1.68%	24.637	2.077%	0.00052	0.999
SP.Syn.Abst.981	8257	1.0	22.413	0.271%	2.652	0.276%	1e-05	1.0
SP.Syn.Abst.982	9551	1.0	154.067	1.613%	22.09	1.99%	0.00045	0.999
SP.Syn.Abst.983	12943	1.0	178.738	1.381%	25.669	1.709%	0.00032	0.999
SP.Syn.Abst.984	8880	1.0	23.237	0.262%	2.746	0.267%	1e-05	1.0
SP.Syn.Abst.985	13976	1.0	132.516	0.948%	18.602	1.143%	0.00016	1.0
SP.Syn.Abst.986	8845	0.999	272.751	3.084%	39.411	3.78%	0.00177	0.997
SP.Syn.Abst.987	13912	1.0	277.201	1.993%	39.796	2.458%	0.00073	0.999
SP.Syn.Abst.988	9727	1.0	23.027	0.237%	2.735	0.243%	1e-05	1.0
SP.Syn.Abst.989	4195	1.0	24.755	0.59%	2.915	0.595%	6e-05	1.0
SP.Syn.Abst.990	12899	0.999	503.92	3.907%	72.967	4.884%	0.0025	0.995
SP.Syn.Abst.991	9193	1.0	24.943	0.271%	2.891	0.27%	1e-05	1.0
SP.Syn.Abst.992	5192	1.0	22.239	0.428%	2.617	0.435%	2e-05	1.0
SP.Syn.Abst.993	8479	1.0	19.81	0.234%	2.462	0.247%	1e-05	1.0
SP.Syn.Abst.994	10697	0.999	391.739	3.662%	56.594	4.546%	0.00223	0.996
SP.Syn.Abst.995	7515	1.0	185.87	2.473%	26.935	3.072%	0.00103	0.998
SP.Syn.Abst.996	11973	1.0	291.661	2.436%	41.821	2.988%	0.00109	0.998
SP.Syn.Abst.997	7315	1.0	25.353	0.347%	2.96	0.349%	1e-05	1.0
SP.Syn.Abst.998	7114	1.0	25.324	0.356%	2.925	0.35%	1e-05	1.0
SP.Syn.Abst.999	7454	1.0	20.618	0.277%	2.584	0.298%	1e-05	1.0
SP.Syn.Abst.1000	10337	1.0	180.872	1.75%	25.791	2.149%	0.00055	0.999
