Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20
CC>TA	0.0106607013343435	0.0160730918069619	0.0251607673959795	0.000193149060943789	0.00149738481284515	0.00258725418442515	1.4356268014833e-17	0.000855287682391951	0.000791186236264735	0.0215467700556778	0.0645320512116644	0.0086262059861133	0.0493272363338279	0	0.0601391476687894	0.00895342598541982	0.000342535570805695	0.0259856060546289	0.0446068035363194	0.0141964868269384
CC>TG	0.00261392166616878	0.000238082516589946	3.50947098509317e-05	9.42600487919196e-06	0.0056711993251878	0.00800650394765294	0.000374625543380871	0.00502899884345622	0.0178506230554761	6.68011069112539e-18	0.0354487290563738	0.0230482646624678	0.0113841495295757	0.000779893742023739	3.30845329567689e-05	0.000530992065575584	0.0372714974165383	0.0207106994480373	0.00689002053286313	0.00284625250173162
CC>TT	0.879507854959308	4.18816323214543e-18	1.34328027360463e-17	7.94964266919803e-18	1.23809865507468e-17	9.67099384579195e-18	1.4356268014833e-17	0.00523207059211767	1.03913669327053e-17	0.018571693060193	0.364364644926649	0.00112732582638365	0.000118913807279401	0.0089052096014919	0.101010354951758	0.020537465603291	0.000969185912340851	0.0367268377905363	0.0957326341707697	0.00836547867731592
CG>AT	1.05165024104201e-06	0.0019660253672386	0.000584642561144539	0.000560730499664488	0.00329068080564288	0.0149544180968189	0.000167832746078309	0.000654587874198488	0.000429217521373001	1.13683027879768e-17	0.00339923763199429	0.0407871636382474	0.000837871107737476	1.81132417460397e-08	0.000367556143691766	0.000280178143848706	0.0050338720635868	0.00161246797438709	0.000531531443424751	0.00354725935495869
CG>GC	9.45264395762473e-06	0.00063083775383957	2.28601255062152e-17	9.85670405779785e-06	0.000199062566115101	0.00117017407779358	0.000505171160454292	2.29796977142309e-17	2.35266104979103e-05	2.91494943281455e-05	0.000310040934270852	0.116501678325397	0.00237624995029061	0.0034030140425765	5.47176860909651e-06	0.0004060482197069	0.00468180479811349	6.28116981969539e-05	9.50026476679319e-05	0.000366727484166163
CG>GT	2.96485142582326e-06	0.00218827261973333	2.28601255062152e-17	1.35288094910951e-17	0.0130021989284548	0.00638636957940083	5.59442486927698e-05	0.00245978344815949	0.00019487875695769	1.56486759024781e-05	0.00220390206076826	0.130707141223	0.00479752855360745	0.000449588098350809	0.00045234674935932	0.00313010216457417	0.0095452314550608	0.00314604094462586	0.000192097864667757	0.000588634661401919
CG>TA	0.000621033475925194	7.12747287432739e-18	0.20153719572423	1.35288094910951e-17	2.10701304859734e-17	1.64582282215298e-17	2.44316912165526e-17	0.00102863634493914	1.76841688909293e-17	0.549261644896321	1.3784661001144e-17	0.0414072040171523	0.00133066936307116	1.76350971657871e-07	0.000172479662678042	0.00379482163634659	0.0117239159200889	0.00049688344756276	0.00396550886441808	0.00124194163567898
CG>TC	2.19747811561018e-05	0.00367561383212511	0.00148631181417419	1.35288094910951e-17	5.97990369982864e-05	0.0176716001911072	0.000131617628567048	0.00183975459900132	0.000260667002113347	0.00406576379797018	0.00127938277868788	0.162296340460656	0.00449446201090335	0.000557693775330744	0.00122371545135269	0.00260089594497773	0.011300772432894	0.00235490224707508	0.000621294297485624	0.00310164719764993
CG>TT	0.000216315560028065	0.00950530892490009	0.0147601816738994	0.000698013127631841	0.00445445635283057	0.037088543929212	8.45920282166036e-05	0.000668816984367202	0.000162529667523064	0.0119211260162779	0.00130553067426444	0.14956875893525	0.00333519341178345	0.000299352258620264	0.00529952090182689	0.00770062926867256	0.0247023008914082	0.00496538178290063	0.00340402229100728	0.000950114504853946
CT>AA	2.40020780855523e-05	0.00272653745033242	0.000105348067354562	6.72163062417861e-18	0.464561031469874	0.00441459852253836	1.21385997777372e-17	0.0208062443723278	8.78617229835757e-18	0.0029957379574551	0.00408298565908804	0.00543488339214801	0.0622125468413188	0.000298146858956625	0.0036910956152139	0.0655688016509109	0.0103708651652763	0.0257186825808534	0.0105512210618829	0.0115960245346222
CT>AC	0.00036315664044049	3.54120146171143e-18	0.0297632648122568	6.72163062417861e-18	0.208354625824104	0.00192153353616127	1.35619311676046e-17	0.0141401662352319	8.78617229835757e-18	0.00990956626491637	0.00218068573337988	0.00535497967032595	0.0261163024283932	0.0125425270142355	0.0752844702081382	0.088957977847533	0.0145411847370198	0.0253414217343027	0.00694442674889182	0.00687824391483272
CT>AG	2.46952788966874e-18	0.000498590975301165	0.116598357291834	0.000348721077481225	0.0266175526317327	0.0389233613485903	0.00169115267511836	0.0206042418820678	0.000566723698472087	0.0202002707199621	0.000460263669203641	0.00285339886769674	0.0134009295839101	0	2.89588314783548e-06	0.0355146440366735	0.00809527912095383	0.00704295163694641	0.00275140179338632	0.000688368771212563
CT>GA	7.7291890441562e-05	1.53706826035916e-05	1.75994517953949e-05	0.000646526763217244	0.0160502847996428	0.00723284718347349	0.00250988511694119	0.00562576566588675	0.00276545747167556	5.64820816014124e-18	0.010764234835049	0.00133159944554251	0.00110335690856153	0.000282744551641996	0.000277696478986331	0.00119469643132821	0.00549832968521971	0.0035349128686014	0.00330245317027987	0.00377682448238786
CT>GC	0.000218413711572443	0.000113817781657136	2.75247240288443e-05	6.93288187236708e-05	0.00483502404414213	0.0017638686346916	0.0209380748569691	0.000239373087358219	0.00302837150174452	5.64820816014124e-18	0.00566978197877312	0.000600004531834764	0.00391326650536581	0.00614622212082971	0.000327536203951408	0.0094979895843411	0.0110505916223549	0.0011867838762905	0.00349783496684357	0.000764992330448343
CT>GG	9.35821095032365e-06	7.62589667294211e-05	6.12911141014042e-05	0.000889574204956918	0.000568240301004586	0.0067105850913512	0.00536873752154131	0.000309063436260502	0.0101270288839178	5.64820816014124e-18	0.00373036425471358	0.00769175200811048	0.0026724386275418	0.000132335193494405	0.000238613876421768	0.00440449729560801	0.00771848843062276	0.00192407373620061	0.0010497991070438	0.000607327407521789
CT>TA	0.0067690929232189	0.00287093354907188	0.000188193393785617	6.72163062417861e-18	0.0033296861926363	8.70908069479718e-05	1.21385997777372e-17	0.0110091291517584	8.78617229835757e-18	0.00307196590037749	0.0386955688014507	0.00714412467647084	0.0313491776931216	0.00194137824978682	0.00337085526380536	0.0190566760661177	0.000908550323475609	0.00922842588613892	0.0742282878880238	0.0218318963992814
CT>TC	0.00910057333735414	3.26096249711556e-05	0.006484504712102	6.72163062417861e-18	0.000236267879162083	8.17707802792043e-18	0.0848260445152068	0.0179782115294299	2.92223025444265e-05	0.00209625432890141	0.00277457421906011	0.00612561909947205	0.00858309833233312	0.0385542474051853	0.0655199353964072	0.0995876062273838	0.0186586806426676	0.00612594965123147	0.0475822902882948	0.000796580839351941
CT>TG	0.00194145531025516	0.000331261987958939	0.0533897737083055	2.95751747463859e-05	0.000871300864345016	0.0110364977841311	1.21385997777372e-17	0.000975671957229887	9.21476606900916e-18	0.0348359381941728	0.00137336781914647	0.00214291263327968	0.00394664392745624	0.000519463845280489	7.11165861475243e-06	0.00694054621028728	0.0243438184929057	0.00251599495967389	0.0140649151331914	0.00724828935520628
GC>AA	0.00164465742673791	0.00518213818971521	2.6543809333504e-05	0.378428696168849	0.000159238292791214	9.82057567587004e-18	1.45783172557892e-17	0.0156478613783647	1.05520908156477e-17	0.00373516932237656	0.00111445891247807	0.0215062228278416	3.86361326635269e-08	0.000350020207712238	0.0518271845545267	0.0201409506741154	0.150640037216298	0.0405465896963889	0.0164704519549075	0.0147621260061205
GC>AG	0.0001113784659925	0.000331534661305439	0.000641205038612766	0.0130373301450653	0.00318476465844486	0.00433144772597469	0.000117723137131926	0.0103348672564075	0.145013756359533	6.7834323557067e-18	0.00366656950998314	0.0083479471338075	0.0205524290009974	0.000800753943322152	0.00464206294048294	0.00971577189999887	0.0226134729231211	0.0492315216355946	0.00494970368468863	0.0140825429423902
GC>AT	5.06800274120992e-05	0.000972161301833356	0.00490116447006399	0.0106606136283265	0.001879728845738	0.00222489638104013	0.000564182490444756	0.00668369923742258	0.147352688121273	0.0070949905519566	0.0303132775154509	0.00564050315657569	0.0210408090964889	4.14534934023096e-07	0.171551816337333	0.00522920449289597	0.0553262400699048	0.0590016635537272	0.00490118692218562	0.0243991470323733
GC>CA	5.99418804709839e-05	0.00108131198221885	0.000291121686625329	0.0137295775286595	0.00548354158008713	0.0102842310839694	0.001080004961214	0.00585885097898879	0.0320433622112132	9.61260883280677e-05	0.00235150772577069	0.00426579035471684	0.0125951467048154	0.000262346908305896	0.00140936992675752	0.00483847293031867	0.0135764302958195	0.0272609052897569	0.00130234343711033	0.0144508274137754
GC>CG	5.35938688238831e-06	6.82306490047771e-05	1.36405686852729e-17	1.13362372215291e-06	0.000386721226098827	1.06961450734777e-17	0.00427166143782622	0.00029354908892687	0.00292366499463984	6.7834323557067e-18	0.0045024136943417	0.000819919728022778	0.00104749822635021	0.000960658696272705	0.000415996143646069	0.00161419046389994	0.000442280355722404	0.00225262588654928	0.000230007612393286	0.00142422657648945
GC>TA	8.60623874123328e-07	0.000750798230923179	0.00519597156799447	0.0204213041587835	0.000265796680254602	0.000981084975634526	1.00629092562085e-05	0.01038338681427	0.0163725211623315	0.00257250641002473	0.000270812985213654	0.000623746575213156	4.10584607302057e-05	1.06402893996212e-05	0.00201158040251819	0.000857772205232969	0.0104731158054753	0.0221441629712799	0.0011431381332658	0.000455408646666695
TA>AT	0.000268269627698739	0.00143166090286085	0.000908984845572739	0.01789970930942	0.00114261350125259	0.00517600924591659	0.0459036611124895	0.00600480908615543	0.0092508449681333	0.00485898598847392	0.0012683264180475	0.00338783435852814	0.00386064464366381	0.00896204075174687	0.0152847276996355	0.00552136324886118	0.0053493503574402	0.00620752948812217	0.0062764338636636	0.119073622232001
TA>CG	4.00974740882604e-06	9.8373329950062e-06	0.00209379920335423	0.000229045901757877	4.82137575374359e-06	0.000156428072343655	0.00250907123939193	1.29427989292944e-05	0.000805718745659557	0.00192023377756732	0.000332153534717621	0.000225670427476658	0.000151259336361707	0.00012567395532505	0.00925561515881434	0.000821136599993437	0.00444835050559647	0.00114393011340756	0.000372929035160555	0.0047667451994937
TA>CT	0.000372921379607239	0.000145768975727431	0.000215648789989723	0.00513439016097221	0.00138702303180995	0.0157635762083514	0.0239390059976691	0.00253811507221378	0.00847496743637696	0.000756880392047128	0.00192239631487186	0.00130509127755281	0.0101276171311485	0.00280601686370966	0.00154801345672929	0.00712952910571961	0.0103301623958758	0.00661856723261767	0.00594194506382223	0.0864913406452501
TA>GC	1.06749566778018e-05	4.27845911211381e-05	0.00124750305432449	4.13156608297114e-05	3.189807532895e-05	0.000159447870340191	0.00124219552032068	0.000488432125775796	0.000345563561524515	3.46187739114311e-18	0.000580131095733515	0.000743567504934569	7.83589289872065e-05	7.00615385101144e-05	4.81163874301711e-05	0.000590921717307785	0.000428139379077853	0.000155873691173395	0.000161773465626987	0.0021206734188913
TA>GG	3.73357937537047e-05	4.10669615505815e-05	0.00342279731232447	0.0013071498210847	0.000995967905133022	0.000131665245700995	0.00354560502081114	0.000134334486705231	0.00193969323236358	0.00401333530476502	0.000213283340515113	0.00106628997989445	0.000366816855515869	0.000306885812136791	0.0014028196918539	0.000613194266014805	0.00359090327875851	0.00222398233813033	0.000732269787416355	0.00725389612723107
TA>GT	0.000610911306807063	0.00067678508783501	0.0002269324794213	0.00474577811562727	0.0011670546376306	3.77399269713053e-05	0.0216355964971786	9.47152787100411e-05	0.0046433270333004	0.00168662853372465	0.00151857915910804	0.000637409943582388	0.0037997442066878	0.00305427281648663	0.000496750685978902	0.00383659915192317	0.00756015659473542	0.0041766023047487	0.00491796943126074	0.0415634367577136
TC>AA	9.12706925850227e-06	0.00119017355396002	0.00542619903385269	0.351840959092229	0.0389201041699174	0.0436128525449274	0.0254216642234207	0.0378698844427879	0.00347224915880023	0.00556889329294161	0.000194589891270228	0.0144612139730292	0.066374930689066	0.000854923569311308	0.000463435850698561	0.0750179554440118	0.0559781073862986	0.00344184497524382	0.0131000336538459	0.210176625059816
TC>AG	2.58739853291486e-06	0.000164161586533934	6.07120415924954e-06	0.00173599628121242	0.0143541973905973	0.00788459435443365	5.19034141582931e-06	0.0113219238021595	0.0439441800137976	0.000199625850770852	0.0425049285972773	0.00506872354446104	0.0655053646849296	7.73776921825424e-09	0.000109480125772056	0.0101469934904679	0.000223860099237918	0.0110987717827301	0.00283254158961059	0.00932631463774625
TC>AT	0.00206039401781671	3.42205044863831e-18	0.00110698421009712	0.00780734132598556	0.000720600168559559	0.000565633485424276	0.00297018455347651	0.0180565170567275	0.0487432234288594	0.00227617459280746	0.0758632274441478	0.0124325035947136	0.153892037150356	0.00269121098846509	0.00777133276267649	0.0262588695583078	0.00126282575809323	0.0688979116910181	0.0903117825498726	0.0279451405776122
TC>CA	3.70106845161285e-06	0.000559791650176482	0.0647388013701635	0.0785375858646399	0.00137761751591724	0.0112364987822327	0.00351493424160417	0.017178091892061	0.0459202570463414	0.0185629766610132	0.000252877628086135	0.0154640913772624	0.0365530549267723	0.00641342233343153	0.0195165014915406	0.0144971261450929	0.00514835492342947	0.0176141418094822	0.00454950107412784	0.0176368612022132
TC>CG	2.76324115165665e-05	3.19227248086404e-06	0.000114651823040577	0.000371335671225213	1.02125601142492e-17	0.000820835792062184	0.00211414803169055	0.0106387043381272	0.00733030315215475	0.000620238782340579	0.00290540011221774	0.00445234440254968	0.00704291228581468	0.00102493437756097	3.23629716761716e-06	0.000267806128379668	0.00158010038392337	0.00205319844037342	0.000638151929885742	0.000551852868124825
TC>CT	0.00159136146473451	0.00274971108793919	0.0191745456647926	7.68321015781629e-06	0.00101153770068224	0.00894158686544641	0.0119196476083298	0.00855000461062864	0.0483668278484369	0.0192996032100527	0.0180242423503032	0.00405681731435321	0.0316741821441973	0.040304287043847	0.0457122263257988	0.00781233714693836	0.0199302652992909	0.0238944821622416	0.018280498123899	0.0212603268310473
TC>GA	5.37576005867749e-05	0.000726415964143597	0.0768958586934866	0.0337915850542995	2.37008470575972e-05	0.0069894831504943	1.17301715997742e-17	0.00937962859423034	0.0162791072059962	0.0322642213393801	0.000210731207273513	0.00814363274790435	0.0112894017792895	0	2.23685245408833e-06	0.00415215168679579	0.00599086825047787	0.00178021842798717	0.00321906067152963	0.00821418722850752
TC>GG	0.00034423620921535	8.0996733640432e-06	0.000174942637764695	9.65040889387553e-06	3.35280275448936e-05	0.0014378909361802	0.000915698198775563	0.00186421351350053	0.00350988805793113	5.45816256922945e-18	0.00657301937030271	0.00111090725694837	0.0149927037859988	0.000127882503484935	1.0946299243411e-09	0.00231733849474478	0.00027284564824111	0.00172207398785771	0.00120592454566053	0.00111716641579174
TC>GT	0.00427154963552201	7.0328470850912e-05	0.0428956331972861	6.49546752472391e-18	3.71891340009452e-05	7.90194340439248e-18	1.17301715997742e-17	0.000269383847347734	8.61291269563675e-18	0.0338111360611312	0.0136302728399664	0.00089109200308672	0.0324636311661655	0.000707440067536153	0.000140583797109181	0.00441436219683046	0.000374001726139652	0.00760700255244803	0.0260187665535571	0.00634013170109793
TG>AA	0.00112474273549914	0.00238150435429755	6.4744131143132e-05	0.00694303226205146	0.0169974050510321	0.0238016290721714	0.0287325277825432	0.00827553010344866	0.0145733383529813	0.00102530492468476	0.00688240434130634	0.00179469918835032	0.0183798651473614	0.000545688197487991	0.00331950437915053	0.0072745429109454	0.00777836757665285	0.00922414037422167	0.00905624515924006	0.0260874071245724
TG>AC	0.000194572118087833	0.000177004082464355	7.7925571016584e-05	0.000107375916103688	0.00137867880948186	0.00942731215220983	0.00333093908627875	0.00368332851052764	0.00670558033662693	0.000149463436916182	0.00076119573132001	0.00058809903006201	0.00422559587600701	3.67979330515486e-05	0.000148384268498755	0.000810536733699406	0.00219015457394377	0.00414519415451211	0.00189443176426943	0.00441807039504083
TG>AT	0.0019785627153466	0.00345157277072153	0.000928124565960159	6.36689802652889e-18	0.0192637253467515	0.206280782803627	0.00164004296412625	0.00786414545517639	0.000688083044291789	0.00180511347014691	0.00922927793315766	0.0124922020145581	0.0176909650140539	0.00134670639835409	0.00173876006221331	0.00907990504360862	0.00858845793725008	0.0247586714583421	0.0153694915946176	0.0558481759835213
TG>CA	0.000229053554234749	0.000115856603349926	0.0154041572644423	0.000731612066216686	0.000449486543858078	0.0106407285216429	0.0303852834002254	0.00484094628850608	0.0210298808130959	0.0210837286237007	0.0493107139555469	0.00996306427554183	0.0273562834045595	0.0078448732509269	0.073533203338722	0.00553171691017512	0.137317269484095	0.0144467469014919	0.00690695692716752	0.00278763246050513
TG>CC	8.45608159880075e-05	4.77808945288175e-05	0.000468906462133573	0.000109195939382414	0.000477816019743981	0.00736450367093571	0.00133491892836347	0.00119588633992214	0.0108838852550101	0.000137188473552212	0.00275120418636011	0.0145515620230473	0.00497352668804004	0.000573853176605648	0.000181353159654781	0.00245887216816286	0.0163151536309391	0.00347245495479367	0.00184448367821314	0.000149915865118526
TG>CT	0.00151881324288362	0.00247000679772581	0.00588070652406012	7.46746182825745e-05	0.000309730755207928	0.256684232713307	1.14979878084484e-17	0.0186558196292128	0.000892847520535232	0.00312645721187586	0.00490470242936615	0.0116649206492712	0.0157662110627027	0.000564935634340602	0.00343189026844754	0.00998997788742625	0.00352423224552469	0.00970775974673211	0.0165575320175818	0.0138578763656081
TG>GA	0.000334138585125753	0.0011827066467266	0.000506690671841415	0.00714322481758588	0.00308786187510712	0.00694447546605325	0.0104886438169508	0.000259268406562224	0.00570020489796506	1.45846867803182e-05	0.00642533581442047	0.00146680749742283	0.00583192174787463	0.0046869540564424	0.00509811802370846	0.00120618731801136	0.00940236085406729	0.000708015103956592	0.00323379856984337	0.0218963828895013
TG>GC	7.29665962119646e-05	0.000218841323294967	0.000482469776073947	0.000549618833912662	0.000275735950772136	0.00522702450420365	0.00493284154593465	0.00338674859103746	0.00360644047246714	5.35012520010681e-18	0.00537935085307024	0.00124568565013777	0.00209616033473852	0.00403218116612307	0.000606309067175766	0.00142618540615657	0.00705375734935033	0.000762838445579412	0.00134422679501947	0.000593615146513787
TG>GT	0.00155986249346123	0.00514919979960468	0.00997879388857539	2.93786866081261e-05	0.07809363215213	0.0255750839813114	0.0110734653094632	0.00751973031178109	0.00308069292160446	0.00156683867692316	0.00460584945768912	0.003548185153178	0.0183043516160012	0.0431774954006963	0.00539459546114629	0.0294057732780462	0.00305463778066698	0.00284768973632953	0.00941202691546184	0.00600650170294097
TT>AA	0.00313433631301086	0.00241144573491881	0.00216938812377716	1.13852576694245e-05	0.00323084216469675	0.000125274697924766	0.207765653705528	0.00238178883731374	0.000218724470290326	0.00728069860520814	0.00291566305448571	0.00190521166564818	0.00875899588558109	0.178462435564879	0.00536101050502947	0.0236467976371786	0.00013899016767972	0.0173854832357144	0.0362259710852997	0.0498222586093861
TT>AC	0.000411060453282389	0.000193027557529738	0.00163714698627333	4.17459447878897e-07	0.000634348478099885	8.30836130729433e-05	0.0353643666258129	7.52061106132019e-18	0.00427185694213003	3.7205269085306e-18	0.000635700035031373	0.000182495106104819	0.000978160837323145	0.0114338901779056	0.00241596606989978	0.00610683755013387	0.00785779630964173	0.0111515771048673	0.00659189532935147	0.0083854243574794
