Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PD51405	2217	0.836	1375.111	62.026%	48.128	54.936%	0.37588	0.695
PD51406	5017	0.909	2140.983	42.675%	76.225	41.617%	0.17395	0.813
PD51407	5558	0.914	2234.337	40.2%	79.185	40.639%	0.15587	0.808
PD51409	6832	0.935	2471.093	36.169%	87.635	35.5%	0.12653	0.866
PD51410	3794	0.89	1820.477	47.983%	64.218	45.691%	0.21663	0.776
PD51411	1702	0.806	1187.161	69.751%	41.425	59.203%	0.45879	0.657
PD51412	4222	0.905	1899.076	44.98%	64.661	42.522%	0.19668	0.799
PD51413	5670	0.919	2216.917	39.099%	80.399	39.468%	0.14856	0.828
PD51414	5205	0.919	2105.241	40.447%	73.893	39.379%	0.157	0.83
PD51416	6206	0.925	2386.599	38.456%	85.706	37.96%	0.14329	0.847
PD51417	4199	0.904	1868.05	44.488%	65.244	42.814%	0.18847	0.798
PD51418	6883	0.933	2485.123	36.105%	87.765	36.086%	0.12389	0.853
PD51422	6191	0.896	2605.18	42.08%	102.055	44.388%	0.16551	0.792
PD51423	5022	0.915	2045.589	40.733%	72.636	40.416%	0.16049	0.817
PD51424	5262	0.923	2073.589	39.407%	72.211	38.531%	0.15253	0.834
PD51425	5087	0.918	2090.504	41.095%	71.432	39.708%	0.1606	0.819
PD51426	4490	0.909	1939.669	43.2%	68.66	41.781%	0.183	0.813
PD51427	4313	0.908	1904.386	44.155%	67.322	41.953%	0.18959	0.817
PD51508	9945	0.952	2988.17	30.047%	108.188	30.587%	0.08476	0.898
PD51509	5976	0.927	2260.853	37.832%	79.135	37.502%	0.14137	0.84
PD51510	5646	0.931	2084.676	36.923%	73.924	36.581%	0.13547	0.854
PD51511	6429	0.934	2326.93	36.194%	82.438	35.654%	0.1345	0.863
PD51512	5172	0.909	2199.115	42.52%	82.459	41.689%	0.17436	0.829
PD51513	6006	0.927	2264.878	37.71%	80.323	37.428%	0.13833	0.845
PD51514	6405	0.928	2361.901	36.876%	84.013	37.2%	0.13149	0.842
PD51515	3590	0.89	1725.145	48.054%	60.82	45.52%	0.22663	0.78
PD51516	5445	0.922	2125.64	39.038%	75.246	38.795%	0.15064	0.831
PD51517	5502	0.922	2181.537	39.65%	76.926	38.783%	0.15034	0.836
PD51518	6395	0.937	2273.228	35.547%	78.417	34.989%	0.12636	0.86
PD51519	6963	0.935	2490.99	35.775%	90.324	35.652%	0.1223	0.868
PD51521	4958	0.917	1998.175	40.302%	71.476	39.936%	0.15995	0.826
PD51522	7417	0.93	2680.43	36.139%	98.489	36.889%	0.1267	0.853
PD51523	3185	0.886	1610.898	50.578%	56.096	46.417%	0.25515	0.78
PD51524	6247	0.924	2379.98	38.098%	86.078	38.203%	0.13503	0.842
PD51525	8814	0.95	2852.739	32.366%	100.985	31.348%	0.10302	0.899
PD51526	3783	0.893	1780.523	47.066%	62.559	45.023%	0.21498	0.78
PD51527	7303	0.944	2405.89	32.944%	83.531	33.01%	0.10763	0.873
PD51528	6981	0.937	2458.986	35.224%	84.747	34.955%	0.11773	0.857
PD51529	8807	0.953	2685.732	30.495%	93.78	30.223%	0.09093	0.9
PD51530	3359	0.879	1704.353	50.74%	60.087	47.615%	0.24805	0.761
PD51531	5640	0.928	2139.057	37.927%	74.548	37.325%	0.14204	0.843
PD51532	10291	0.952	3100.274	30.126%	107.24	30.724%	0.08702	0.886
PD51533	4403	0.908	1958.211	44.474%	67.457	41.913%	0.18802	0.811
PD51534	5149	0.907	2211.174	42.944%	77.164	42.101%	0.17336	0.798
PD51535	1926	0.813	1250.565	64.931%	44.065	58.213%	0.40242	0.645
PD51536	14922	0.983	3394.054	22.745%	129.584	18.401%	0.05889	0.976
PD51537	35288	0.996	4312.214	12.22%	201.653	8.738%	0.02101	0.995
PD51538	7812	0.951	2515.197	32.197%	91.941	30.92%	0.10616	0.91
PD51539	11819	0.975	3137.027	26.542%	118.639	22.153%	0.07638	0.963
PD51540	18832	0.982	4333.334	23.01%	195.336	18.897%	0.05526	0.978
PD51541	4929	0.911	2106.591	42.739%	73.429	41.265%	0.17906	0.812
PD51542	19082	0.99	3618.447	18.963%	141.332	14.297%	0.04353	0.986
PD51543	6263	0.928	2370.1	37.843%	84.663	37.199%	0.13845	0.853
PD51544	18511	0.986	4208.924	22.737%	182.168	17.17%	0.0585	0.982
PD51545	7823	0.95	2453.795	31.366%	89.767	31.221%	0.09608	0.901
PD51546	26725	0.99	5094.735	19.064%	238.428	14.599%	0.04107	0.988
PD51549	27613	0.992	4594.672	16.64%	187.108	12.678%	0.0337	0.99
PD51550	3283	0.89	1578.384	48.077%	55.818	45.61%	0.23193	0.78
PD51551	8843	0.946	2858.005	32.319%	100.925	32.311%	0.09866	0.884
PD51552	5561	0.915	2256.259	40.573%	80.804	40.31%	0.15796	0.822
PD51553	3738	0.895	1768.444	47.31%	62.73	44.702%	0.21914	0.794
PD51554	4581	0.911	1940.648	42.363%	67.927	41.195%	0.17914	0.812
PD51555	2441	0.85	1406.447	57.618%	49.714	52.67%	0.31875	0.713
PD51556	3520	0.849	1872.392	53.193%	71.045	52.892%	0.26241	0.703
PD51557	4831	0.898	2127.133	44.031%	76.494	44.02%	0.18804	0.784
PD51558	6426	0.935	2301.147	35.81%	81.457	35.499%	0.13084	0.862
PD51559	4978	0.909	2119.501	42.577%	75.813	41.671%	0.17676	0.814
PD51560	3726	0.893	1758.601	47.198%	62.571	44.981%	0.21795	0.788
PD51561	6691	0.932	2412.67	36.058%	86.056	36.28%	0.12514	0.853
PD51562	6844	0.938	2400.009	35.067%	84.222	34.685%	0.12191	0.867
PD51563	4642	0.895	2047.961	44.118%	75.912	44.554%	0.19127	0.785
PD51564	4085	0.901	1859.48	45.52%	64.962	43.483%	0.20363	0.795
PD51565	2506	0.857	1401.847	55.94%	49.547	51.572%	0.31409	0.723
PD51566	8630	0.946	2735.892	31.702%	100.024	32.408%	0.09818	0.888
PD51567	5897	0.932	2212.603	37.521%	76.828	36.148%	0.13679	0.859
PD51568	2988	0.875	1576.994	52.778%	55.157	48.443%	0.26752	0.759
PD51569	2564	0.857	1464.39	57.113%	51.985	51.569%	0.31215	0.737
PD51570	6211	0.933	2274.137	36.615%	80.14	35.994%	0.13546	0.859
PD51571	1947	0.817	1298.172	66.676%	46.239	57.632%	0.41811	0.679
PD51572	9073	0.952	2721.382	29.994%	98.048	30.668%	0.08973	0.896
PD51573	27093	0.979	5491.037	20.267%	265.553	20.618%	0.03718	0.97
PD51574	4020	0.896	1851.232	46.051%	65.82	44.501%	0.20846	0.787
PD51575	4700	0.917	1935.767	41.187%	67.879	39.85%	0.16718	0.829
PD51576	6766	0.933	2498.172	36.922%	88.002	36.106%	0.13235	0.859
PD51577	5767	0.92	2266.537	39.302%	81.166	39.179%	0.14733	0.831
PD51578	6598	0.943	2267.223	34.362%	80.368	33.368%	0.11977	0.886
PD51579	7808	0.936	2718.088	34.812%	98.193	35.323%	0.11829	0.862
PD51580	7197	0.939	2472.951	34.361%	86.851	34.432%	0.11171	0.865
PD51581	4881	0.91	2054.166	42.085%	72.389	41.388%	0.17291	0.808
PD51582	4931	0.911	2098.129	42.55%	72.479	41.309%	0.17669	0.806
PD51583	4043	0.899	1867.889	46.201%	65.738	43.716%	0.20725	0.8
PD51584	2945	0.872	1551.958	52.698%	54.832	48.979%	0.28218	0.751
PD51585	1924	0.766	1444.805	75.094%	53.221	64.332%	0.49802	0.603
PD51586	1792	0.814	1195.676	66.723%	41.752	58.045%	0.4244	0.66
PD51587	4903	0.905	2128.72	43.417%	77.515	42.477%	0.18262	0.812
PD51588	4292	0.904	1942.942	45.269%	68.312	42.863%	0.19813	0.808
PD51589	7427	0.938	2579.672	34.734%	88.878	34.609%	0.11592	0.859
PD51590	3325	0.884	1673.387	50.327%	58.353	46.766%	0.2527	0.77
PD51591	3347	0.878	1699.898	50.789%	59.669	47.957%	0.248	0.752
PD51593	8121	0.935	2777.487	34.201%	100.333	35.502%	0.10911	0.853
PD51594	4370	0.897	2043.677	46.766%	72.033	44.241%	0.20964	0.795
PD51595	8243	0.937	2871.722	34.838%	105.368	34.845%	0.11499	0.875
PD51596	5988	0.923	2309.697	38.572%	82.456	38.36%	0.14465	0.838
PD51597	5805	0.926	2193.513	37.787%	78.359	37.673%	0.14252	0.844
PD51598	4402	0.901	1930.444	43.854%	68.391	43.31%	0.18319	0.788
PD51599	6970	0.93	2514.168	36.071%	91.092	36.812%	0.12795	0.848
PD51600	3158	0.881	1607.642	50.907%	56.643	47.278%	0.25195	0.77
PD51601	2697	0.859	1521.581	56.418%	52.931	51.192%	0.30209	0.728
PD51637	3663	0.887	1791.598	48.911%	64.368	46.191%	0.23438	0.783
PD51638	4907	0.915	2064.208	42.067%	73.314	40.499%	0.17272	0.829
PD51639	3292	0.873	1678.45	50.986%	59.62	48.699%	0.25589	0.743
PD51640	6549	0.938	2293.032	35.013%	79.342	34.793%	0.11929	0.859
PD51642	4479	0.903	2004.092	44.744%	70.837	43.014%	0.19106	0.802
PD51643	5339	0.919	2098.407	39.303%	74.438	39.501%	0.14876	0.821
PD51644	5578	0.925	2091.128	37.489%	74.743	38.002%	0.13956	0.835
PD51645	4319	0.893	2012.638	46.6%	72.575	45.097%	0.20881	0.786
PD51646	3466	0.892	1637.685	47.25%	57.913	45.11%	0.22417	0.783
PD51648	3335	0.772	2058.888	61.736%	89.774	63.548%	0.36685	0.607
PD51649	6874	0.927	2609.573	37.963%	90.672	37.488%	0.13085	0.839
PD51650	4540	0.914	1934.661	42.614%	66.922	40.588%	0.18243	0.822
PD51651	4118	0.894	1892.834	45.965%	66.806	44.835%	0.20815	0.775
PD51652	3950	0.903	1792.186	45.372%	62.559	42.907%	0.20814	0.805
PD51653	4444	0.91	1904.394	42.853%	67.968	41.538%	0.18302	0.817
PD51654	6224	0.922	2384.038	38.304%	84.4	38.787%	0.1436	0.825
PD51655	3924	0.901	1817.668	46.322%	63.015	43.47%	0.20894	0.799
PD51656	6677	0.939	2341.951	35.075%	79.764	34.478%	0.11879	0.86
PD51657	3576	0.879	1804.43	50.459%	63.934	47.741%	0.24718	0.758
PD51658	1553	0.788	1138.461	73.307%	39.942	61.625%	0.49877	0.627
PD51659	5320	0.921	2120.202	39.853%	75.699	38.901%	0.15356	0.84
PD51660	4144	0.894	1882.061	45.417%	66.294	44.84%	0.2013	0.769
PD51661	3319	0.874	1701.852	51.276%	61.496	48.676%	0.25126	0.755
PD51662	4651	0.913	1972.105	42.402%	69.227	40.826%	0.18128	0.821
PD51663	5052	0.919	2055.991	40.697%	71.977	39.442%	0.15828	0.83
PD51664	3535	0.89	1694.081	47.923%	59.942	45.566%	0.2328	0.78
PD51665	2360	0.82	1466.961	62.159%	52.752	57.285%	0.36439	0.655
PD51666	3997	0.895	1849.445	46.271%	65.368	44.594%	0.21069	0.784
PD51667	3595	0.885	1765.475	49.109%	62.757	46.51%	0.24195	0.773
PD51668	7919	0.937	2688.607	33.951%	96.233	34.945%	0.11171	0.859
PD51669	2371	0.842	1385.05	58.416%	49.077	53.918%	0.33711	0.693
PD51670	3112	0.867	1656.1	53.217%	58.974	49.839%	0.27483	0.74
PD51671	4082	0.891	1895.7	46.44%	67.117	45.455%	0.20904	0.768
PD51672	3559	0.891	1708.5	48.005%	59.605	45.379%	0.22829	0.778
PD51673	3762	0.897	1738.8	46.22%	62.477	44.118%	0.20892	0.8
PD51675	3738	0.888	1799.182	48.132%	63.89	45.913%	0.22881	0.776
PD51676	6145	0.93	2243.382	36.507%	78.491	36.647%	0.13202	0.843
PD51677	5233	0.9	2208.65	42.206%	81.056	43.622%	0.17013	0.782
PD51678	3134	0.883	1535.407	48.992%	54.021	46.987%	0.23675	0.757
PD51679	4838	0.915	2017.166	41.694%	70.233	40.452%	0.17359	0.818
PD51680	3764	0.898	1735.891	46.118%	61.335	44.075%	0.20718	0.793
PD51681	3120	0.863	1656.984	53.108%	59.634	50.479%	0.27009	0.731
PD51682	8038	0.935	2790.086	34.711%	98.178	35.359%	0.11178	0.852
PD51683	5312	0.924	2070.204	38.972%	71.998	38.17%	0.14744	0.836
PD51684	4590	0.907	1993.942	43.441%	72.266	42.083%	0.18405	0.818
PD51685	4365	0.91	1887.08	43.232%	66.039	41.49%	0.18362	0.814
PD51687	5533	0.931	2277.303	41.159%	95.867	36.581%	0.17828	0.902
PD51688	5186	0.921	2039.617	39.329%	71.733	38.984%	0.15214	0.828
PD51689	4330	0.906	1876.701	43.342%	66.309	42.222%	0.18102	0.804
PD51691	7060	0.927	2611.958	36.997%	94.025	37.417%	0.12996	0.844
PD51693	6063	0.92	2352.858	38.807%	82.456	39.326%	0.14143	0.815
PD51694	4989	0.917	2089.677	41.886%	71.719	39.885%	0.16901	0.825
PD51695	6080	0.919	2361.815	38.846%	84.896	39.401%	0.14436	0.823
PD51696	4516	0.911	1915.673	42.42%	66.989	41.23%	0.17787	0.811
PD51697	5504	0.916	2250.597	40.89%	78.691	40.141%	0.15905	0.818
PD51698	4085	0.897	1886.175	46.173%	66.244	44.187%	0.20356	0.789
PD51699	3628	0.883	1747.492	48.167%	61.649	46.874%	0.22235	0.752
PD51700	4994	0.918	2017.107	40.391%	69.763	39.574%	0.16413	0.82
PD51701	7042	0.941	2360.44	33.519%	82.847	33.917%	0.11208	0.866
PD51702	6776	0.931	2457.973	36.275%	87.924	36.418%	0.12642	0.853
PD51703	2915	0.872	1528.368	52.431%	53.429	48.902%	0.27237	0.745
PD51704	5054	0.908	2120.101	41.949%	77.335	41.828%	0.17398	0.812
PD51705	5776	0.928	2221.118	38.454%	80.29	37.25%	0.13915	0.86
PD51706	2847	0.87	1535.187	53.923%	54.521	49.262%	0.28609	0.758
PD51707	3626	0.889	1732.262	47.773%	62.107	45.781%	0.22575	0.78
PD51708	2755	0.85	1581.74	57.413%	55.366	52.72%	0.31846	0.705
PD51709	3824	0.889	1832.165	47.912%	64.499	45.747%	0.22369	0.774
PD51710	6045	0.93	2281.509	37.742%	81.298	36.657%	0.14221	0.86
PD51711	5278	0.918	2159.26	40.911%	75.602	39.719%	0.16211	0.827
PD51712	3841	0.904	1758.019	45.77%	62.207	42.703%	0.21301	0.817
PD51713	4813	0.917	1971.927	40.971%	70.889	39.869%	0.17057	0.835
PD51714	6780	0.929	2442.776	36.029%	86.129	36.979%	0.12554	0.836
PD51715	5211	0.916	2130.841	40.891%	76.861	40.079%	0.16584	0.831
PD51716	4264	0.892	1958.805	45.938%	69.94	45.237%	0.212	0.772
PD51717	4378	0.896	1965.49	44.895%	71.16	44.371%	0.20003	0.786
PD51718	6081	0.922	2310.92	38.002%	83.128	38.787%	0.13721	0.827
PD51719	2162	0.82	1356.123	62.725%	48.671	57.288%	0.37574	0.658
PD51720	2554	0.857	1417.746	55.511%	49.938	51.578%	0.30052	0.717
PD51721	6399	0.931	2351.07	36.741%	82.336	36.447%	0.13077	0.85
PD51722	4132	0.901	1904.436	46.09%	65.971	43.481%	0.20755	0.797
PD51723	4757	0.911	1990.944	41.853%	70.858	41.187%	0.16926	0.814
PD51724	2333	0.848	1385.142	59.372%	49.651	53.046%	0.34138	0.727
PD51725	4151	0.903	1842.402	44.385%	65.919	42.92%	0.20124	0.806
PD51726	3952	0.82	2276.344	57.6%	94.52	57.309%	0.30936	0.691
PD51727	3922	0.886	1891.244	48.221%	67.222	46.443%	0.22058	0.766
PD51728	4366	0.903	1949.939	44.662%	67.667	43.043%	0.19554	0.793
PD51729	14333	0.942	4370.522	30.493%	167.719	33.732%	0.08322	0.869
PD51730	4562	0.901	2057.767	45.107%	74.1	43.396%	0.20017	0.806
PD51732	7955	0.942	2617.261	32.901%	92.499	33.548%	0.10362	0.869
PD51733	4542	0.901	2069.497	45.564%	74.926	43.338%	0.20322	0.812
PD51734	5830	0.931	2164.349	37.124%	76.063	36.521%	0.13877	0.853
PD51735	3122	0.849	1761.519	56.423%	61.41	52.896%	0.29735	0.689
PD51736	5772	0.918	2283.014	39.553%	82.481	39.582%	0.15465	0.829
PD51737	8420	0.946	2687.675	31.92%	94.577	32.33%	0.09598	0.879
PD51740	4968	0.921	1976.863	39.792%	70.236	38.938%	0.15491	0.837
PD51742	5866	0.93	2198.442	37.478%	79.777	36.823%	0.14142	0.862
PD51743	5312	0.922	2085.205	39.255%	72.177	38.723%	0.14743	0.826
PD51744	6246	0.928	2283.241	36.555%	81.109	37.243%	0.13138	0.838
PD51745	8507	0.938	2844.746	33.44%	104.752	34.639%	0.10528	0.867
PD51746	4343	0.897	1984.434	45.693%	72.242	44.225%	0.1965	0.799
PD51747	4339	0.894	2021.032	46.578%	73.934	44.918%	0.20578	0.796
PD51748	7560	0.939	2587.619	34.228%	91.107	34.369%	0.10908	0.865
PD51749	5893	0.902	2502.01	42.457%	91.681	43.213%	0.16474	0.791
PD51750	6462	0.919	2503.447	38.741%	92.477	39.558%	0.14379	0.83
PD51754	4932	0.914	2039.018	41.343%	70.996	40.554%	0.17045	0.813
PD51766	7383	0.942	2492.874	33.765%	89.371	33.588%	0.10926	0.881
PD51767	6280	0.929	2364.326	37.649%	81.901	36.998%	0.13821	0.844
PD51768	3613	0.883	1824.116	50.488%	64.922	46.987%	0.24684	0.776
PD51769	2718	0.846	1566.278	57.626%	55.293	53.339%	0.31191	0.697
PD51770	6774	0.886	2923.539	43.158%	115.828	46.31%	0.17615	0.768
PD51771	9298	0.944	2955.13	31.782%	106.599	33.015%	0.09493	0.874
PD51772	7147	0.936	2503.814	35.033%	89.961	35.241%	0.11922	0.864
PD51773	5104	0.913	2143.777	42.002%	77.828	40.701%	0.17479	0.832
PD51774	3135	0.873	1622.668	51.76%	58.474	48.754%	0.25957	0.756
PD51775	6518	0.938	2338.411	35.876%	79.303	34.657%	0.12419	0.864
PD51777	5550	0.918	2203.171	39.697%	79.588	39.694%	0.15357	0.828
PD51778	3692	0.896	1728.025	46.805%	61.044	44.412%	0.21261	0.793
PD51779	4356	0.909	1892.377	43.443%	67.34	41.761%	0.18947	0.817
PD51780	10244	0.968	3038.265	29.659%	128.924	25.13%	0.09724	0.956
PD51781	33073	0.978	6564.186	19.848%	285.196	20.921%	0.03565	0.964
PD51782	6547	0.954	2498.481	38.162%	96.624	30.158%	0.15549	0.936
PD51783	11763	0.974	3088.131	26.253%	120.271	22.646%	0.07262	0.962
PD51784	6915	0.936	2447.039	35.387%	88.896	35.146%	0.12314	0.871
PD51785	5018	0.91	2184.357	43.53%	79.877	41.604%	0.18574	0.831
PD51786	8163	0.938	2720.961	33.333%	99.184	34.59%	0.10801	0.864
PD51788	4570	0.907	1977.36	43.268%	70.029	42.238%	0.18112	0.805
PD51791	4988	0.913	2066.65	41.432%	72.13	40.811%	0.16388	0.809
PD51793	7094	0.933	2547.751	35.914%	91.286	35.912%	0.12064	0.86
PD51794	4910	0.921	2011.841	40.974%	71.169	39.13%	0.16731	0.843
PD51801	4841	0.909	2105.015	43.483%	75.076	41.738%	0.18252	0.819
PD51803	8570	0.945	2774.209	32.371%	99.289	32.641%	0.10202	0.883
PD51805	3167	0.867	1677.815	52.978%	60.186	49.781%	0.26838	0.743
PD51806	20419	0.984	4307.073	21.093%	157.403	17.671%	0.04838	0.976
PD51812	9490	0.949	2957.739	31.167%	102.911	31.424%	0.09021	0.884
PD51814	6177	0.925	2378.867	38.512%	84.651	38.017%	0.14106	0.843
PD51815	5524	0.921	2231.005	40.387%	80.854	39.128%	0.15568	0.846
PD51816	6185	0.929	2293.158	37.076%	81.709	37.057%	0.1339	0.848
PD51817	7211	0.924	2710.413	37.587%	102.334	38.258%	0.13336	0.85
PD51818	4688	0.912	1972.621	42.078%	69.164	40.929%	0.17215	0.815
PD51820	3980	0.903	1769.297	44.455%	61.84	42.957%	0.19218	0.795
PD51821	6675	0.928	2505.381	37.534%	90.502	37.29%	0.13584	0.852
PD51823	6319	0.926	2392.244	37.858%	85.179	37.668%	0.13705	0.844
PD52255	4476	0.89	2088.504	46.66%	77.316	45.667%	0.20031	0.786
PD52256	5995	0.921	2324.334	38.771%	84.71	39.024%	0.14714	0.835
PD52257	2707	0.806	1610.424	59.491%	64.258	59.232%	0.33109	0.641
PD52258	4928	0.891	2258.198	45.824%	83.473	45.487%	0.20212	0.781
PD52259	3466	0.889	1696.404	48.944%	59.103	45.724%	0.23895	0.779
PD52261	4297	0.903	1892.477	44.042%	67.704	43.024%	0.18603	0.8
PD52262	4925	0.902	2145.646	43.566%	77.958	43.207%	0.1822	0.798
PD52263	7182	0.932	2610.774	36.352%	93.3	36.348%	0.12774	0.855
PD52264	3733	0.865	1939.874	51.966%	70.926	50.166%	0.25292	0.734
PD52265	4166	0.877	2048.229	49.165%	78.344	48.043%	0.23736	0.774
PD52266	13488	0.944	4287.567	31.788%	167.884	32.968%	0.10267	0.895
PD52267	4539	0.859	2268.11	49.969%	92.543	51.265%	0.23736	0.744
PD52268	9243	0.828	4587.696	49.634%	206.235	56.146%	0.21575	0.681
PD52269	6440	0.887	2876.561	44.667%	114.369	46.249%	0.18354	0.787
PD52270	5989	0.902	2502.41	41.783%	92.21	43.113%	0.16136	0.788
PD52271	1449	0.759	1120.45	77.326%	39.665	65.165%	0.55045	0.573
PD52272	4551	0.882	2195.019	48.232%	78.493	47.175%	0.21365	0.754
PD52273	6963	0.922	2598.298	37.316%	94.413	38.848%	0.13054	0.823
PD52274	5096	0.9	2215.906	43.483%	80.549	43.627%	0.18026	0.789
PD52275	6314	0.922	2423.59	38.384%	86.61	38.706%	0.14284	0.83
PD52276	1433	0.769	1070.79	74.724%	37.444	63.981%	0.52197	0.576
PD52277	1769	0.785	1254.827	70.934%	44.753	61.913%	0.47424	0.61
PD52278	4310	0.866	2166.041	50.256%	83.667	50.002%	0.23039	0.748
PD52280	5338	0.822	2962.704	55.502%	123.101	56.938%	0.27527	0.68
PD52281	3173	0.878	1614.909	50.895%	57.182	47.853%	0.26358	0.759
PD52282	2687	0.835	1556.645	57.932%	58.515	55.02%	0.31811	0.694
PD52283	4749	0.867	2155.617	45.391%	88.519	49.849%	0.19898	0.732
PD52284	5415	0.889	2420.246	44.695%	91.405	45.724%	0.1832	0.774
