Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.44	11865	1.0	22.841	0.193%	2.895	0.211%	1e-05	1.0
SP.Syn.Abst.45	17095	1.0	24.088	0.141%	3.025	0.153%	0.0	1.0
SP.Syn.Abst.46	6516	1.0	25.633	0.393%	3.015	0.398%	2e-05	1.0
SP.Syn.Abst.47	8217	1.0	26.032	0.317%	3.028	0.314%	1e-05	1.0
SP.Syn.Abst.48	9873	1.0	23.692	0.24%	2.86	0.249%	1e-05	1.0
SP.Syn.Abst.49	5607	1.0	23.309	0.416%	2.839	0.43%	2e-05	1.0
SP.Syn.Abst.50	8606	1.0	22.579	0.262%	2.65	0.264%	1e-05	1.0
SP.Syn.Abst.51	7566	1.0	23.944	0.316%	2.883	0.321%	1e-05	1.0
SP.Syn.Abst.52	12203	1.0	22.267	0.182%	2.76	0.194%	0.0	1.0
SP.Syn.Abst.53	10414	1.0	25.865	0.248%	3.203	0.266%	1e-05	1.0
SP.Syn.Abst.54	8230	1.0	24.076	0.293%	2.831	0.297%	1e-05	1.0
SP.Syn.Abst.55	11995	1.0	31.082	0.259%	3.829	0.27%	1e-05	1.0
SP.Syn.Abst.56	11514	1.0	25.919	0.225%	3.176	0.233%	1e-05	1.0
SP.Syn.Abst.57	12036	1.0	26.645	0.221%	3.184	0.229%	1e-05	1.0
SP.Syn.Abst.58	10984	1.0	26.284	0.239%	3.249	0.25%	1e-05	1.0
SP.Syn.Abst.59	16910	1.0	33.058	0.195%	4.214	0.206%	0.0	1.0
SP.Syn.Abst.60	10602	1.0	26.116	0.246%	3.047	0.249%	1e-05	1.0
SP.Syn.Abst.61	14774	1.0	25.857	0.175%	3.171	0.182%	0.0	1.0
SP.Syn.Abst.62	14893	1.0	23.453	0.157%	2.908	0.168%	0.0	1.0
SP.Syn.Abst.63	9665	1.0	25.128	0.26%	2.987	0.266%	1e-05	1.0
SP.Syn.Abst.64	11535	1.0	27.397	0.238%	3.268	0.238%	1e-05	1.0
SP.Syn.Abst.65	5392	1.0	24.695	0.458%	2.823	0.452%	2e-05	1.0
SP.Syn.Abst.66	5859	1.0	25.631	0.437%	3.035	0.446%	2e-05	1.0
SP.Syn.Abst.67	8865	1.0	24.323	0.274%	2.923	0.285%	1e-05	1.0
SP.Syn.Abst.68	21774	1.0	34.72	0.159%	4.258	0.163%	0.0	1.0
SP.Syn.Abst.69	14342	1.0	24.924	0.174%	2.967	0.178%	0.0	1.0
SP.Syn.Abst.70	6652	1.0	24.379	0.366%	2.956	0.382%	2e-05	1.0
SP.Syn.Abst.71	12631	1.0	23.842	0.189%	2.911	0.196%	0.0	1.0
SP.Syn.Abst.72	18457	1.0	28.866	0.156%	3.788	0.177%	0.0	1.0
SP.Syn.Abst.73	5899	1.0	23.567	0.4%	2.768	0.404%	2e-05	1.0
SP.Syn.Abst.74	9462	1.0	23.924	0.253%	2.945	0.266%	1e-05	1.0
SP.Syn.Abst.75	9161	1.0	26.007	0.284%	3.13	0.295%	1e-05	1.0
SP.Syn.Abst.76	8289	1.0	24.415	0.295%	2.964	0.3%	1e-05	1.0
SP.Syn.Abst.77	8765	1.0	23.89	0.273%	2.881	0.278%	1e-05	1.0
SP.Syn.Abst.78	9930	1.0	22.546	0.227%	2.675	0.229%	1e-05	1.0
SP.Syn.Abst.79	15947	1.0	23.299	0.146%	2.895	0.157%	0.0	1.0
SP.Syn.Abst.80	13138	1.0	25.558	0.195%	3.071	0.198%	1e-05	1.0
SP.Syn.Abst.81	7115	1.0	24.63	0.346%	2.932	0.356%	1e-05	1.0
SP.Syn.Abst.82	6297	1.0	24.925	0.396%	3.143	0.407%	3e-05	1.0
SP.Syn.Abst.83	9880	1.0	24.311	0.246%	2.907	0.253%	1e-05	1.0
SP.Syn.Abst.84	7897	1.0	24.967	0.316%	3.067	0.335%	1e-05	1.0
SP.Syn.Abst.85	12512	1.0	25.086	0.2%	3.209	0.218%	0.0	1.0
SP.Syn.Abst.86	10568	1.0	24.988	0.236%	2.948	0.239%	1e-05	1.0
SP.Syn.Abst.87	12491	1.0	28.522	0.228%	3.464	0.239%	1e-05	1.0
SP.Syn.Abst.88	16763	1.0	28.534	0.17%	3.351	0.172%	0.0	1.0
SP.Syn.Abst.89	14645	1.0	23.915	0.163%	3.039	0.178%	0.0	1.0
SP.Syn.Abst.90	5869	1.0	25.383	0.432%	3.018	0.43%	2e-05	1.0
SP.Syn.Abst.91	5678	1.0	24.643	0.434%	2.94	0.446%	2e-05	1.0
SP.Syn.Abst.92	5709	1.0	22.765	0.399%	2.737	0.41%	2e-05	1.0
SP.Syn.Abst.93	4549	1.0	23.772	0.523%	2.823	0.534%	3e-05	1.0
SP.Syn.Abst.94	7052	1.0	21.448	0.304%	2.573	0.315%	1e-05	1.0
SP.Syn.Abst.95	20507	1.0	27.189	0.133%	3.26	0.136%	0.0	1.0
SP.Syn.Abst.96	7818	1.0	26.798	0.343%	3.203	0.352%	1e-05	1.0
SP.Syn.Abst.97	7874	1.0	26.088	0.331%	3.061	0.334%	2e-05	1.0
SP.Syn.Abst.98	13076	1.0	24.911	0.191%	3.082	0.201%	0.0	1.0
SP.Syn.Abst.99	10608	1.0	21.855	0.206%	2.661	0.215%	1e-05	1.0
SP.Syn.Abst.100	12341	1.0	27.175	0.22%	3.221	0.225%	1e-05	1.0
SP.Syn.Abst.101	6874	1.0	25.008	0.364%	3.111	0.388%	1e-05	1.0
SP.Syn.Abst.102	6963	1.0	25.279	0.363%	3.012	0.368%	1e-05	1.0
SP.Syn.Abst.103	9497	1.0	25.101	0.264%	2.952	0.267%	1e-05	1.0
SP.Syn.Abst.104	7377	1.0	22.591	0.306%	2.75	0.32%	1e-05	1.0
SP.Syn.Abst.105	13135	1.0	27.221	0.207%	3.172	0.209%	1e-05	1.0
SP.Syn.Abst.106	3697	1.0	23.793	0.644%	2.825	0.63%	5e-05	1.0
SP.Syn.Abst.107	7732	1.0	25.945	0.336%	2.983	0.33%	1e-05	1.0
SP.Syn.Abst.108	3257	1.0	22.997	0.706%	2.764	0.699%	5e-05	1.0
SP.Syn.Abst.109	6325	1.0	23.406	0.37%	2.782	0.376%	3e-05	1.0
SP.Syn.Abst.110	11396	1.0	26.657	0.234%	3.178	0.233%	1e-05	1.0
SP.Syn.Abst.111	9498	1.0	23.248	0.245%	2.802	0.253%	1e-05	1.0
SP.Syn.Abst.112	9272	1.0	21.222	0.229%	2.623	0.243%	1e-05	1.0
SP.Syn.Abst.113	7847	1.0	22.774	0.29%	2.726	0.293%	1e-05	1.0
SP.Syn.Abst.114	7042	1.0	22.559	0.32%	2.715	0.333%	1e-05	1.0
SP.Syn.Abst.115	9482	1.0	24.811	0.262%	2.904	0.263%	1e-05	1.0
SP.Syn.Abst.116	6775	1.0	24.651	0.364%	2.877	0.36%	2e-05	1.0
SP.Syn.Abst.117	12554	1.0	25.933	0.207%	3.163	0.217%	1e-05	1.0
SP.Syn.Abst.118	6185	1.0	22.763	0.368%	2.685	0.367%	2e-05	1.0
SP.Syn.Abst.119	10344	1.0	25.488	0.246%	3.002	0.25%	1e-05	1.0
SP.Syn.Abst.120	7348	1.0	24.071	0.328%	2.823	0.328%	1e-05	1.0
SP.Syn.Abst.121	19230	1.0	23.259	0.121%	2.944	0.131%	0.0	1.0
SP.Syn.Abst.122	5990	1.0	27.651	0.462%	3.298	0.456%	3e-05	1.0
SP.Syn.Abst.123	10213	1.0	29.412	0.288%	3.605	0.302%	1e-05	1.0
SP.Syn.Abst.124	10868	1.0	22.572	0.208%	2.789	0.216%	1e-05	1.0
SP.Syn.Abst.125	21294	1.0	25.7	0.121%	3.238	0.131%	0.0	1.0
SP.Syn.Abst.126	13214	1.0	23.544	0.178%	2.869	0.187%	0.0	1.0
SP.Syn.Abst.127	12640	1.0	24.864	0.197%	2.946	0.201%	1e-05	1.0
SP.Syn.Abst.128	6003	1.0	23.572	0.393%	2.83	0.398%	2e-05	1.0
SP.Syn.Abst.129	6426	1.0	26.895	0.419%	3.05	0.406%	2e-05	1.0
SP.Syn.Abst.130	7531	1.0	22.33	0.297%	2.739	0.309%	1e-05	1.0
SP.Syn.Abst.131	6536	1.0	24.269	0.371%	2.869	0.369%	2e-05	1.0
SP.Syn.Abst.132	13915	1.0	24.639	0.177%	3.016	0.186%	0.0	1.0
SP.Syn.Abst.133	6320	1.0	22.786	0.361%	2.781	0.38%	2e-05	1.0
SP.Syn.Abst.134	10474	1.0	24.59	0.235%	2.951	0.243%	0.0	1.0
SP.Syn.Abst.135	15351	1.0	28.59	0.186%	3.52	0.194%	0.0	1.0
SP.Syn.Abst.136	10732	1.0	26.619	0.248%	3.17	0.248%	1e-05	1.0
SP.Syn.Abst.137	2734	1.0	25.31	0.926%	3.019	0.946%	0.0001	1.0
SP.Syn.Abst.138	16451	1.0	27.402	0.167%	3.246	0.17%	0.0	1.0
SP.Syn.Abst.139	11409	1.0	23.608	0.207%	2.821	0.213%	1e-05	1.0
SP.Syn.Abst.140	4913	1.0	24.776	0.504%	3.007	0.504%	3e-05	1.0
SP.Syn.Abst.141	7285	1.0	23.572	0.324%	2.807	0.33%	1e-05	1.0
SP.Syn.Abst.142	10040	1.0	23.391	0.233%	2.81	0.241%	1e-05	1.0
SP.Syn.Abst.143	10644	1.0	26.517	0.249%	3.129	0.254%	1e-05	1.0
SP.Syn.Abst.144	6221	1.0	23.49	0.378%	2.796	0.386%	2e-05	1.0
SP.Syn.Abst.145	9574	1.0	24.352	0.254%	2.899	0.261%	1e-05	1.0
SP.Syn.Abst.146	8494	1.0	24.632	0.29%	2.908	0.295%	1e-05	1.0
SP.Syn.Abst.147	11111	1.0	25.828	0.232%	3.002	0.229%	1e-05	1.0
SP.Syn.Abst.148	8244	1.0	22.227	0.27%	2.608	0.272%	1e-05	1.0
SP.Syn.Abst.149	11407	1.0	23.572	0.207%	2.845	0.215%	0.0	1.0
SP.Syn.Abst.150	9732	1.0	26.291	0.27%	3.151	0.279%	1e-05	1.0
SP.Syn.Abst.151	10790	1.0	25.239	0.234%	3.015	0.237%	1e-05	1.0
SP.Syn.Abst.152	14493	1.0	25.479	0.176%	3.148	0.187%	1e-05	1.0
SP.Syn.Abst.153	4975	1.0	27.41	0.551%	3.18	0.526%	3e-05	1.0
SP.Syn.Abst.154	40955	1.0	36.155	0.088%	4.501	0.095%	0.0	1.0
SP.Syn.Abst.155	11596	1.0	23.814	0.205%	2.923	0.214%	1e-05	1.0
SP.Syn.Abst.156	7615	1.0	24.986	0.328%	2.934	0.33%	1e-05	1.0
SP.Syn.Abst.157	7086	1.0	20.414	0.288%	2.51	0.304%	1e-05	1.0
SP.Syn.Abst.158	12837	1.0	23.038	0.179%	2.831	0.186%	0.0	1.0
SP.Syn.Abst.159	14680	1.0	21.637	0.147%	2.673	0.157%	0.0	1.0
SP.Syn.Abst.160	7156	1.0	23.358	0.326%	2.951	0.352%	1e-05	1.0
SP.Syn.Abst.161	11543	1.0	25.054	0.217%	2.962	0.222%	1e-05	1.0
SP.Syn.Abst.162	6719	1.0	23.752	0.354%	3.0	0.382%	1e-05	1.0
SP.Syn.Abst.163	13096	1.0	26.016	0.199%	3.12	0.205%	0.0	1.0
SP.Syn.Abst.164	10300	1.0	25.132	0.244%	3.007	0.249%	1e-05	1.0
SP.Syn.Abst.165	6635	1.0	22.362	0.337%	2.734	0.353%	1e-05	1.0
SP.Syn.Abst.166	11637	1.0	26.81	0.23%	3.385	0.25%	1e-05	1.0
SP.Syn.Abst.167	9711	1.0	21.021	0.216%	2.626	0.23%	1e-05	1.0
SP.Syn.Abst.168	7559	1.0	24.681	0.327%	2.88	0.327%	1e-05	1.0
SP.Syn.Abst.169	4368	1.0	25.396	0.581%	3.031	0.572%	4e-05	1.0
SP.Syn.Abst.170	5385	1.0	25.208	0.468%	2.943	0.469%	2e-05	1.0
SP.Syn.Abst.171	7489	1.0	26.662	0.356%	3.102	0.353%	1e-05	1.0
SP.Syn.Abst.172	5599	1.0	24.964	0.446%	3.017	0.462%	2e-05	1.0
SP.Syn.Abst.173	8702	1.0	22.369	0.257%	2.67	0.26%	1e-05	1.0
SP.Syn.Abst.174	8492	1.0	24.921	0.293%	3.142	0.303%	1e-05	1.0
SP.Syn.Abst.175	6650	1.0	23.326	0.351%	2.845	0.366%	1e-05	1.0
SP.Syn.Abst.176	3408	1.0	25.114	0.737%	2.918	0.706%	6e-05	1.0
SP.Syn.Abst.177	11082	1.0	22.506	0.203%	2.774	0.212%	1e-05	1.0
SP.Syn.Abst.178	5421	1.0	24.036	0.443%	2.994	0.449%	2e-05	1.0
SP.Syn.Abst.179	9374	1.0	22.035	0.235%	2.648	0.241%	1e-05	1.0
SP.Syn.Abst.180	12419	1.0	25.68	0.207%	3.045	0.211%	0.0	1.0
SP.Syn.Abst.181	6117	1.0	24.425	0.399%	2.87	0.403%	2e-05	1.0
SP.Syn.Abst.182	6024	1.0	26.032	0.432%	3.065	0.428%	2e-05	1.0
SP.Syn.Abst.183	10794	1.0	26.258	0.243%	3.165	0.249%	1e-05	1.0
SP.Syn.Abst.184	2460	1.0	23.002	0.935%	2.736	0.918%	8e-05	1.0
SP.Syn.Abst.185	10907	1.0	22.249	0.204%	2.771	0.217%	1e-05	1.0
SP.Syn.Abst.186	4868	1.0	24.344	0.5%	2.913	0.513%	4e-05	1.0
SP.Syn.Abst.187	10355	1.0	27.247	0.263%	3.261	0.27%	1e-05	1.0
SP.Syn.Abst.188	6693	1.0	22.214	0.332%	2.674	0.344%	1e-05	1.0
SP.Syn.Abst.189	4000	1.0	23.99	0.6%	2.908	0.625%	4e-05	1.0
SP.Syn.Abst.190	14603	1.0	24.567	0.168%	3.003	0.175%	0.0	1.0
