Type	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11
CC>AA	1.08989043016767e-05	0.72458497474392	0.0107947070531628	7.65774884890256e-18	1.26661152999038e-17	9.53535943223833e-18	1.5507303989467e-17	0.0467244891486756	1.02083799809315e-17	0.0110831490493716	8.05323500844578e-18
CC>AG	1.26468417840211e-05	0.072658659069625	1.31816554774594e-17	0.00594022517850584	0.0293130096940631	0.0707684507260099	0.000142379007867895	0.0190086504410623	0.0298781853100435	5.76809143956344e-05	0.00106499924193324
CC>AT	0.0192273123057881	0.100080797616564	0.00699459015876004	0.0171752367039671	0.00293130096940631	0.000503191256785591	0.00146152909281261	0.0353192988840382	0.022069114149464	0.00849438430791251	0.0378008990192352
CC>GA	0.000137778601549499	0.0177143011781317	0.000754085696233043	0.00388357263051487	8.1545656597476e-05	0.0407837662463207	0.000518053739471135	0.000992128916568994	0.0124492438791847	0.00274247264798318	0.00104418135551684
CC>GG	0.000100969094568364	0.000450363589274535	8.6096398388812e-05	7.98593808528411e-05	1.43549306732243e-05	0.0207939765931945	0.00351658995336368	6.8676414496741e-05	0.0034631532973005	5.99460835444111e-18	0.00378008990192352
CC>GT	0.00711513375166065	0.0011008887737822	1.35379164363097e-17	8.74077332896163e-05	2.99161580416776e-05	0.00395200439119278	0.000279611786535745	0.000280837480709887	0.0202583150397643	0.000873708100242427	0.0761496371546915
CC>TA	0.0106932645978715	0.0160129276186501	0.0247007598136178	0.000185973900616205	0.00153199680294075	0.0025504214385023	1.5507303989467e-17	0.000878077013922618	0.000777511867727269	0.0193348366627723	0.0644258800675662
CC>TG	0.00262190622351658	0.000237191490351256	3.44385593555248e-05	9.0799022065559e-06	0.00580228710405118	0.00789252039752741	0.000404836697070159	0.00516299473270143	0.017542116375215	5.99460835444111e-18	0.0353904069078637
CC>TT	0.882194329324399	4.1733692606107e-18	1.31816554774594e-17	7.65774884890256e-18	1.26661152999038e-17	9.53535943223833e-18	1.5507303989467e-17	0.00537147670528082	1.02083799809315e-17	0.0166651730231426	0.363765173170612
CG>AT	1.29274042643628e-06	0.00239974802189044	0.000703205666821858	0.000661482136853273	0.00412491525151267	0.0180612317759347	0.000222114297115908	0.000823365189746484	0.000516786843307583	1.24990745592097e-17	0.0041578753541558
CG>GC	1.16196569009696e-05	0.000770006104415281	2.74844468370514e-17	1.16329617170748e-05	0.000249507068871986	0.00141327940952274	0.000668846595179948	2.88944926836499e-17	2.83170873045251e-05	3.20489091261787e-05	0.000379234785049373
CG>GT	3.64454183240744e-06	0.00267102388523458	2.74844468370514e-17	1.59668101999065e-17	0.0162984456279281	0.0077131520316326	7.40380990386362e-05	0.00309401204842623	0.000234559873172484	1.72052038466855e-05	0.00269576533950759
CG>TA	0.000763209936668851	8.70169500111577e-18	0.242407868950211	1.59668101999065e-17	2.64095183785872e-17	1.98817272865063e-17	3.2333546633298e-17	0.00129385958388733	2.12850106239014e-17	0.603868919324841	1.68599561064119e-17
CG>TC	2.70124865225493e-05	0.00448648543222995	0.00178772708255417	1.59668101999065e-17	7.49527283506571e-05	0.0213429144726231	0.000174186252327612	0.00231411644944275	0.000313847717625153	0.00446997943075652	0.00156491462505314
CG>TT	0.000265837168952071	0.0116022600014877	0.0177534670109603	0.000823431211738041	0.0055837267429013	0.0447937711153817	0.000111951328498035	0.000841264433001841	0.000195623878128761	0.0131063170479162	0.00159689828162357
CT>AA	2.31755817767466e-05	0.00261414511544093	9.95309397076271e-05	6.23124777652374e-18	0.45741874364155	0.00418804068388064	1.26185717775391e-17	0.0205570460384797	8.30674213965706e-18	0.00258707523703193	0.00392292145007196
CT>AC	0.000350562049258369	3.39594552379709e-18	0.0281199062669121	6.23124777652374e-18	0.205151324937948	0.00182291949409983	1.40981830700383e-17	0.0139708079873163	8.30674213965706e-18	0.00855775523700131	0.00209519668356117
